,,,,,,,,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Shooting,Team Shooting,Team Shooting,Team Shooting,Team Shooting,Team Shooting
Rk,Season,Team,W,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%
903,2015-16,NYK,32,82,32,50,.390,19805,3022,6886,2412,5124,610,1762,1411,1753,850,2788,3638,1682,467,466,1099,1616,8065,.439,.471,.346,.805,.527,48.315
904,2014-15,DET,32,82,32,50,.390,19830,3041,7038,2338,4995,703,2043,1292,1838,1051,2630,3681,1771,623,383,1099,1559,8077,.432,.468,.344,.703,.515,48.203
905,2010-11,LAC,32,82,32,50,.390,19855,3015,6594,2502,5075,513,1519,1546,2187,955,2501,3456,1813,585,402,1343,1733,8089,.457,.493,.338,.707,.535,49.613
906,2009-10,IND,32,82,32,50,.390,19705,3020,6823,2361,4927,659,1896,1564,2019,785,2618,3403,1730,585,439,1232,1848,8263,.443,.479,.348,.775,.536,49.091
907,2008-09,NYK,32,82,32,50,.390,19805,3157,7091,2334,4807,823,2284,1490,1900,911,2545,3456,1738,610,204,1174,1672,8627,.445,.486,.360,.784,.544,50.324
908,2007-08,CHA,32,82,32,50,.390,19880,2960,6554,2431,5111,529,1443,1510,2115,892,2440,3332,1748,614,402,1204,1777,7959,.452,.476,.367,.714,.532,49.199
909,2006-07,MIN,32,82,32,50,.390,20005,2997,6503,2613,5414,384,1089,1499,1892,819,2474,3293,1848,532,325,1278,1758,7877,.461,.483,.353,.792,.537,49.039
910,2006-07,POR,32,82,32,50,.390,19955,2874,6392,2448,5160,426,1232,1543,2006,923,2299,3222,1513,555,380,1236,1931,7717,.450,.474,.346,.769,.530,48.295
911,2000-01,DET,32,82,32,50,.390,19855,2919,6880,2530,5768,389,1112,1610,2233,1108,2626,3734,1629,613,447,1304,1955,7837,.424,.439,.350,.721,.498,45.254
912,1999-00,CLE,32,82,32,50,.390,19855,2977,6734,2634,5815,343,919,1653,2205,1010,2499,3509,1941,715,363,1427,2219,7950,.442,.453,.373,.750,.516,46.755
913,1994-95,MIA,32,82,32,50,.390,19805,3144,6738,2708,5556,436,1182,1569,2133,1092,2272,3364,1779,662,298,1291,2000,8293,.467,.487,.369,.736,.540,49.896
914,1993-94,BOS,32,82,32,50,.390,19905,3333,7057,3195,6580,138,477,1463,2003,1037,2380,3417,1928,674,440,1242,1849,8267,.472,.486,.289,.730,.521,48.207
915,1985-86,LAC,32,82,32,50,.390,19755,3388,7165,3324,6936,64,229,2067,2683,1159,2258,3417,1968,694,501,1506,1931,8907,.473,.479,.279,.770,.534,47.732
916,1985-86,PHO,32,82,32,50,.390,19805,3518,6993,3480,6810,38,183,1949,2683,1034,2449,3483,2272,773,379,1763,2260,9023,.503,.511,.208,.726,.552,50.579
917,2023-24,UTA,31,82,31,51,.378,19805,3443,7371,2383,4378,1060,2993,1538,1853,1002,2725,3727,2232,537,458,1285,1523,9484,.467,.544,.354,.830,.579,53.900
918,2020-21,CHI,31,72,31,41,.431,17380,3035,6380,2131,3934,904,2446,995,1258,693,2544,3237,1927,482,304,1089,1362,7969,.476,.542,.370,.791,.575,54.655
919,2020-21,NOP,31,72,31,41,.431,17430,3060,6412,2298,4222,762,2190,1369,1878,845,2568,3413,1872,545,315,1052,1295,8251,.477,.544,.348,.729,.570,53.665
920,2020-21,SAC,31,72,31,41,.431,17305,3067,6382,2193,3982,874,2400,1181,1585,674,2307,2981,1836,543,358,963,1400,8189,.481,.551,.364,.745,.578,54.904
921,2019-20,SAC,31,72,31,41,.431,17455,2943,6364,2029,3853,914,2511,1127,1464,695,2372,3067,1713,556,293,1043,1595,7927,.462,.527,.364,.770,.566,53.426
922,2016-17,MIN,31,82,31,51,.378,19805,3235,6922,2634,5199,601,1723,1586,1986,938,2540,3478,1940,654,370,1150,1646,8657,.467,.507,.349,.799,.555,51.076
923,2016-17,NYK,31,82,31,51,.378,19855,3244,7256,2540,5234,704,2022,1364,1731,983,2723,3706,1786,581,455,1139,1668,8556,.447,.485,.348,.788,.534,49.559
924,2012-13,MIN,31,82,31,51,.378,19730,2943,6702,2493,5227,450,1475,1515,2042,973,2473,3446,1836,700,387,1214,1509,7851,.439,.477,.305,.742,.516,47.269
925,2011-12,MIL,31,66,31,35,.470,15865,2502,5652,2066,4387,436,1265,1095,1415,820,1983,2803,1550,548,335,929,1273,6535,.443,.471,.345,.774,.521,48.125
926,2006-07,SEA,31,82,31,51,.378,19830,3047,6628,2522,5177,525,1451,1511,1911,928,2322,3250,1695,631,301,1268,1801,8130,.460,.487,.362,.791,.544,49.932
927,2000-01,LAC,31,82,31,51,.378,20030,2896,6467,2536,5404,360,1063,1429,2061,962,2559,3521,1585,490,513,1293,1775,7581,.448,.469,.339,.693,.514,47.565
928,1999-00,NJN,31,82,31,51,.378,19830,2979,6881,2502,5507,477,1374,1601,2041,1040,2315,3355,1688,720,393,1119,1913,8036,.433,.454,.347,.784,.517,46.759
929,1998-99,ATL,31,50,31,19,.620,12075,1539,3760,1342,3116,197,644,1040,1422,676,1499,2175,782,346,260,745,987,4315,.409,.431,.306,.731,.492,43.551
930,1998-99,HOU,31,50,31,19,.620,12075,1755,3798,1419,2884,336,914,865,1187,536,1540,2076,1058,386,260,812,960,4711,.462,.492,.368,.729,.545,50.632
931,1998-99,LAL,31,50,31,19,.620,12050,1841,3935,1600,3250,241,685,1027,1503,619,1482,2101,1095,389,287,754,1231,4950,.468,.492,.352,.683,.538,49.848
932,1997-98,PHI,31,82,31,51,.378,19755,2837,6409,2594,5599,243,810,1734,2352,1125,2294,3419,1729,729,490,1354,1878,7651,.443,.463,.300,.737,.514,46.162
933,1991-92,CHH,31,82,31,51,.378,19805,3613,7568,3496,7199,117,369,1637,2168,1164,2367,3531,2284,822,309,1273,1819,8980,.477,.486,.317,.755,.527,48.513
934,1991-92,MIL,31,82,31,51,.378,19880,3321,7216,2950,6211,371,1005,1596,2104,1297,2172,3469,2018,863,317,1350,1904,8609,.460,.475,.369,.759,.529,48.593
935,1990-91,LAC,31,82,31,51,.378,19805,3391,7315,3278,6881,113,434,1596,2273,1246,2500,3746,2119,725,507,1438,2043,8491,.464,.476,.260,.702,.511,47.129
936,1990-91,ORL,31,82,31,51,.378,19780,3298,7256,3028,6502,270,754,1818,2447,1233,2429,3662,1809,602,306,1391,1976,8684,.455,.466,.358,.743,.521,47.313
937,1989-90,WSB,31,82,31,51,.378,19830,3598,7581,3561,7384,37,197,1599,2093,1198,2450,3648,2214,561,424,1201,1929,8832,.475,.482,.188,.764,.519,47.705
938,1987-88,SAS,31,82,31,51,.378,19805,3706,7559,3573,7147,133,412,1769,2412,1184,2335,3519,2344,739,468,1418,1991,9314,.490,.500,.323,.733,.540,49.907
939,1986-87,CLE,31,82,31,51,.378,19755,3349,7122,3268,6784,81,338,1779,2554,1257,2420,3677,1912,672,559,1619,1853,8558,.470,.482,.240,.697,.519,47.592
940,1985-86,SEA,31,82,31,51,.378,19930,3335,7059,3256,6759,79,300,1815,2331,1145,2256,3401,1977,745,295,1435,2168,8564,.472,.482,.263,.779,.530,47.804
941,1984-85,LAC,31,82,31,51,.378,19730,3527,7119,3471,6931,56,188,1674,2208,1163,2434,3597,1934,534,497,1587,1840,8784,.495,.501,.298,.758,.543,49.937
942,1984-85,SEA,31,82,31,51,.378,19705,3277,6910,3232,6725,45,185,1777,2305,1019,2287,3306,2185,649,343,1493,1974,8376,.474,.481,.243,.771,.529,47.750
943,1984-85,KCK,31,82,31,51,.378,19755,3664,7275,3601,7037,63,238,2022,2595,1167,2327,3494,2342,661,300,1593,2169,9413,.504,.512,.265,.779,.559,50.797
944,1980-81,ATL,31,82,31,51,.378,19930,3291,6866,3281,6784,10,82,2012,2590,1201,2224,3425,1846,749,469,1605,2276,8604,.479,.484,.122,.777,.537,48.005
945,2021-22,SAC,30,82,30,52,.366,19805,3321,7223,2384,4501,937,2722,1466,1908,784,2737,3521,1943,588,369,1156,1552,9045,.460,.530,.344,.768,.561,52.464
946,2019-20,NOP,30,72,30,42,.417,17430,3065,6598,2083,3942,982,2656,1229,1687,797,2551,3348,1932,539,358,1181,1524,8341,.465,.528,.370,.729,.568,53.895
947,2015-16,NOP,30,82,30,52,.366,19780,3153,7040,2451,5089,702,1951,1415,1823,782,2712,3494,1818,633,342,1102,1713,8423,.448,.482,.360,.776,.537,49.773
948,2014-15,DEN,30,82,30,52,.366,19880,3099,7158,2439,5126,660,2032,1462,1991,1012,2653,3665,1788,641,367,1166,1882,8320,.433,.476,.325,.734,.518,47.904
949,2010-11,DET,30,82,30,52,.366,19880,3056,6647,2584,5391,472,1256,1367,1854,931,2236,3167,1730,595,328,1067,1629,7951,.460,.479,.376,.737,.533,49.526
950,2006-07,ATL,30,82,30,52,.366,19880,2831,6372,2490,5334,341,1038,1677,2203,976,2312,3288,1573,609,446,1306,1970,7680,.444,.467,.329,.761,.523,47.105
951,2004-05,MIL,30,82,30,52,.366,19780,2964,6580,2639,5655,325,925,1720,2229,985,2405,3390,1720,529,289,1132,1797,7973,.450,.467,.351,.772,.527,47.515
952,2002-03,CHI,30,82,30,52,.366,19930,2991,6714,2642,5717,349,997,1455,2014,985,2541,3526,1782,605,461,1388,2028,7786,.445,.462,.350,.722,.512,47.148
953,2001-02,NYK,30,82,30,52,.366,19805,2817,6520,2343,5176,474,1344,1406,1786,876,2458,3334,1720,558,288,1192,1800,7514,.432,.453,.353,.787,.514,46.840
954,2000-01,CLE,30,82,30,52,.366,19830,2890,6532,2670,5873,220,659,1561,2040,1015,2440,3455,1708,642,436,1350,1904,7561,.442,.455,.334,.765,.509,45.928
955,1996-97,GSW,30,82,30,52,.366,19905,2997,6567,2516,5204,481,1363,1696,2180,1086,2259,3345,1822,611,359,1410,1787,8171,.456,.483,.353,.778,.543,49.300
956,1996-97,TOR,30,82,30,52,.366,19830,2897,6632,2308,5008,589,1624,1446,2008,1135,2254,3389,1714,722,517,1347,1883,7829,.437,.461,.363,.720,.521,48.123
957,1995-96,NJN,30,82,30,52,.366,19905,2881,6750,2631,6004,250,746,1672,2244,1350,2503,3853,1752,627,571,1375,1880,7684,.427,.438,.335,.745,.497,44.533
958,1994-95,NJN,30,82,30,52,.366,19880,2939,6738,2525,5441,414,1297,1750,2305,1213,2569,3782,1884,544,548,1300,1844,8042,.436,.464,.319,.759,.519,46.690
959,1990-91,WSB,30,82,30,52,.366,19855,3390,7268,3335,6984,55,284,1478,2028,1173,2390,3563,2081,588,468,1359,1927,8313,.466,.478,.194,.729,.509,47.021
960,1989-90,LAC,30,82,30,52,.366,19805,3319,6853,3263,6623,56,230,1815,2458,1056,2362,3418,1978,782,507,1547,1859,8509,.484,.493,.243,.738,.536,48.840
961,1985-86,CHI,30,82,30,52,.366,19855,3476,7227,3388,6910,88,317,1922,2499,1280,2278,3558,2006,609,400,1436,2166,8962,.481,.490,.278,.769,.538,48.706
962,1985-86,GSW,30,82,30,52,.366,19780,3650,7567,3563,7289,87,278,1912,2517,1271,2344,3615,2018,751,354,1400,2032,9299,.482,.489,.313,.760,.536,48.811
963,1983-84,SDC,30,82,30,52,.366,19730,3634,7325,3610,7197,24,128,1785,2424,1307,2382,3689,1981,567,385,1515,2020,9077,.496,.502,.188,.736,.541,49.775
964,1982-83,GSW,30,82,30,52,.366,19780,3627,7508,3593,7358,34,150,1620,2199,1281,2284,3565,1964,856,430,1606,2138,8908,.483,.488,.227,.737,.526,48.535
965,1982-83,UTA,30,82,30,52,.366,19755,3525,7342,3481,7159,44,183,1844,2440,1093,2550,3643,2176,758,595,1683,2017,8938,.480,.486,.240,.756,.531,48.311
966,1981-82,KCK,30,82,30,52,.366,19880,3604,7284,3578,7154,26,130,1551,2158,1086,2276,3362,2056,743,402,1507,2359,8785,.495,.500,.200,.719,.533,49.657
967,1979-80,CHI,30,82,30,52,.366,19905,3362,6943,3292,6668,70,275,2019,2592,1115,2465,3580,2152,704,392,1684,2146,8813,.484,.494,.255,.779,.545,48.927
968,1979-80,DEN,30,82,30,52,.366,19830,3462,7470,3379,7215,83,255,1871,2539,1311,2524,3835,2079,746,404,1533,1917,8878,.463,.468,.325,.737,.517,46.901
969,2018-19,ATL,29,82,29,53,.354,19855,3392,7524,2325,4490,1067,3034,1443,1918,955,2825,3780,2118,675,419,1397,1932,9294,.451,.518,.352,.752,.555,52.173
970,2017-18,NYK,29,82,29,53,.354,19830,3334,7193,2661,5279,673,1914,1225,1557,859,2752,3611,1912,552,421,1207,1682,8566,.464,.504,.352,.787,.544,51.029
971,2016-17,ORL,29,82,29,53,.354,19805,3139,7133,2438,4994,701,2139,1309,1753,807,2734,3541,1820,580,396,1091,1584,8288,.440,.488,.328,.747,.524,48.921
972,2015-16,MIN,29,82,29,53,.354,19880,3095,6668,2640,5321,455,1347,1753,2213,821,2587,3408,1916,656,375,1231,1696,8398,.464,.496,.338,.792,.549,49.828
973,2014-15,SAC,29,82,29,53,.354,19855,3010,6617,2549,5267,461,1350,1829,2400,895,2728,3623,1667,550,324,1333,1696,8310,.455,.484,.341,.762,.542,48.972
974,2013-14,DET,29,82,29,53,.354,19780,3182,7124,2675,5544,507,1580,1415,2111,1196,2525,3721,1714,687,395,1193,1666,8286,.447,.483,.321,.670,.514,48.224
975,2012-13,DET,29,82,29,53,.354,19805,2979,6638,2466,5198,513,1440,1307,1870,991,2463,3454,1742,574,400,1241,1623,7778,.449,.474,.356,.699,.521,48.742
976,2012-13,WAS,29,82,29,53,.354,19855,2910,6693,2365,5198,545,1495,1279,1746,887,2652,3539,1775,598,376,1238,1681,7644,.435,.455,.365,.733,.512,47.550
977,2009-10,LAC,29,82,29,53,.354,19705,3002,6601,2519,5144,483,1457,1362,1867,927,2502,3429,1810,532,466,1285,1581,7849,.455,.490,.332,.730,.529,49.136
978,2009-10,NYK,29,82,29,53,.354,19880,3127,6876,2384,4731,743,2145,1376,1759,836,2477,3313,1772,586,305,1148,1638,8373,.455,.504,.346,.782,.547,50.880
979,2008-09,GSW,29,82,29,53,.354,19880,3231,7055,2681,5580,550,1475,1893,2392,953,2492,3445,1711,638,527,1201,1842,8905,.458,.480,.373,.791,.549,49.695
980,2003-04,PHO,29,82,29,53,.354,19730,2958,6671,2543,5469,415,1202,1392,1865,924,2406,3330,1586,734,383,1249,1862,7723,.443,.465,.345,.746,.515,47.452
981,2001-02,CLE,29,82,29,53,.354,19855,2948,6582,2561,5556,387,1026,1529,1980,968,2483,3451,1891,572,470,1196,1752,7812,.448,.461,.377,.772,.524,47.729
982,1999-00,WAS,29,82,29,53,.354,19805,3010,6681,2675,5791,335,890,1566,2107,1064,2438,3502,1771,593,383,1320,2149,7921,.451,.462,.376,.743,.521,47.560
983,1998-99,DET,29,50,29,21,.580,12050,1660,3716,1412,3037,248,679,950,1283,605,1412,2017,1009,444,208,790,1139,4518,.447,.465,.365,.740,.528,48.009
984,1995-96,LAC,29,82,29,53,.354,19730,3126,6618,2617,5244,509,1374,1392,1984,979,2190,3169,1672,703,411,1355,2008,8153,.472,.499,.370,.702,.544,51.080
985,1991-92,SAC,29,82,29,53,.354,19830,3348,7189,3110,6514,238,675,1615,2162,1054,2354,3408,1957,727,618,1360,1763,8549,.466,.477,.353,.747,.525,48.226
986,1990-91,MIN,29,82,29,53,.354,19905,3265,7276,3157,6895,108,381,1531,2082,1275,2113,3388,1885,712,440,1062,1864,8169,.449,.458,.283,.735,.499,45.616
987,1986-87,SAC,29,82,29,53,.354,19780,3522,7413,3445,7106,77,307,1974,2479,1282,2441,3723,2185,513,397,1403,2007,9095,.475,.485,.251,.796,.535,48.030
988,1985-86,CLE,29,82,29,53,.354,19780,3478,7239,3346,6848,132,391,1748,2325,1086,2455,3541,2064,627,436,1411,2267,8836,.480,.489,.338,.752,.535,48.957
989,1983-84,HOU,29,82,29,53,.354,19755,3729,7533,3699,7379,30,154,1583,2139,1200,2483,3683,2204,621,515,1562,2317,9071,.495,.501,.195,.740,.535,49.701
990,2017-18,BRK,28,82,28,54,.341,19855,3136,7114,2095,4190,1041,2924,1428,1850,792,2852,3644,1941,512,390,1245,1688,8741,.441,.500,.356,.772,.551,51.399
991,2016-17,PHI,28,82,28,54,.341,19830,3088,6992,2257,4549,831,2443,1393,1806,807,2706,3513,1949,692,420,1366,1793,8400,.442,.496,.340,.771,.539,50.107
992,2013-14,SAC,28,82,28,54,.341,19830,3026,6766,2535,5291,491,1475,1698,2237,990,2656,3646,1547,587,318,1249,1849,8241,.447,.479,.333,.759,.532,48.352
993,2012-13,SAC,28,82,28,54,.341,19830,3086,6904,2476,5223,610,1681,1437,1869,943,2385,3328,1708,671,342,1199,1717,8219,.447,.474,.363,.769,.532,49.116
994,2011-12,POR,28,66,28,38,.424,15965,2402,5417,1924,4035,478,1382,1133,1423,735,1949,2684,1349,528,322,935,1251,6415,.443,.477,.346,.796,.531,48.754
995,2006-07,MIL,28,82,28,54,.341,19855,3121,6714,2597,5242,524,1472,1406,1919,941,2272,3213,1771,587,224,1240,1821,8172,.465,.495,.356,.733,.541,50.387
996,2003-04,ATL,28,82,28,54,.341,19905,2829,6529,2410,5280,419,1249,1534,1976,996,2507,3503,1648,627,408,1350,1826,7611,.433,.456,.335,.776,.514,46.539
997,2003-04,LAC,28,82,28,54,.341,19805,2817,6579,2488,5555,329,1024,1808,2302,1149,2416,3565,1653,594,376,1344,1816,7771,.428,.448,.321,.785,.512,45.318
998,2002-03,MEM,28,82,28,54,.341,19930,3049,6743,2582,5464,467,1279,1430,1936,943,2466,3409,1892,651,500,1262,1678,7995,.452,.473,.365,.739,.526,48.680
999,2001-02,HOU,28,82,28,54,.341,19980,2837,6629,2341,5149,496,1480,1402,1893,1025,2411,3436,1482,537,445,1156,1476,7572,.428,.455,.335,.741,.507,46.538
1000,1999-00,ATL,28,82,28,54,.341,19830,3000,6807,2742,5993,258,814,1477,1987,1146,2570,3716,1548,500,461,1266,1718,7735,.441,.458,.317,.743,.503,45.967
Rk,Season,Team,W,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%
1001,1998-99,MIL,28,50,28,22,.560,12050,1753,3818,1522,3199,231,619,847,1155,570,1369,1939,1030,442,202,719,1142,4584,.459,.476,.373,.733,.530,48.939
1002,1998-99,PHI,28,50,28,22,.560,12150,1656,3883,1558,3512,98,371,1073,1486,729,1428,2157,934,542,271,822,1152,4483,.426,.444,.264,.722,.494,43.909
1003,1994-95,DET,28,82,28,54,.341,19730,3060,6633,2566,5237,494,1396,1439,1941,958,2204,3162,1872,705,420,1318,2151,8053,.461,.490,.354,.741,.538,49.857
1004,1993-94,SAC,28,82,28,54,.341,19755,3179,7027,2922,6298,257,729,1676,2292,1122,2349,3471,2029,669,355,1333,1979,8291,.452,.464,.353,.731,.516,47.068
1005,1992-93,MIL,28,82,28,54,.341,19730,3268,6924,2956,5988,312,936,1544,2081,1050,2113,3163,2084,863,393,1363,1978,8392,.472,.494,.333,.742,.535,49.451
1006,1990-91,DAL,28,82,28,54,.341,19805,3245,6890,3052,6290,193,600,1512,1986,984,2360,3344,1821,581,397,1186,1840,8195,.471,.485,.322,.761,.528,48.498
1007,1988-89,IND,28,82,28,54,.341,19855,3385,6945,3183,6330,202,615,1795,2275,1065,2497,3562,2012,563,418,1547,2105,8767,.487,.503,.328,.789,.552,50.194
1008,1987-88,PHO,28,82,28,54,.341,19730,3551,7302,3433,6945,118,357,1681,2200,1113,2379,3492,2332,675,353,1413,2045,8901,.486,.494,.331,.764,.538,49.439
1009,1986-87,SAS,28,82,28,54,.341,19805,3532,7456,3415,7053,117,403,1701,2292,1285,2347,3632,2220,786,325,1406,1930,8882,.474,.484,.290,.742,.525,48.156
1010,1983-84,CLE,28,82,28,54,.341,19855,3362,7232,3319,7068,43,164,1619,2178,1213,2388,3601,1930,630,375,1332,2206,8386,.465,.470,.262,.743,.512,46.785
1011,1982-83,CHI,28,82,28,54,.341,19905,3537,7373,3492,7164,45,209,1983,2690,1267,2527,3794,2086,666,400,1743,2192,9102,.480,.487,.215,.737,.532,48.277
1012,1981-82,DAL,28,82,28,54,.341,19730,3390,7224,3335,7034,55,190,1740,2366,1213,2228,3441,2117,566,313,1317,2193,8575,.469,.474,.289,.735,.519,47.308
1013,1980-81,CLE,28,82,28,54,.341,19780,3556,7609,3484,7360,72,249,1486,1909,1258,2243,3501,2007,632,322,1396,1995,8670,.467,.473,.289,.778,.513,47.207
1014,1980-81,UTA,28,82,28,54,.341,19730,3332,6825,3290,6662,42,163,1595,2080,962,2325,3287,1948,637,386,1423,2110,8301,.488,.494,.258,.767,.536,49.128
1015,2023-24,MEM,27,82,27,55,.329,19780,3145,7230,2074,4133,1071,3097,1316,1722,896,2598,3494,2025,673,501,1236,1563,8677,.435,.502,.346,.764,.543,50.906
1016,2022-23,CHO,27,82,27,55,.329,19830,3385,7413,2504,4744,881,2669,1447,1933,901,2751,3652,2062,634,425,1164,1661,9098,.457,.528,.330,.749,.550,51.605
1017,2021-22,POR,27,82,27,55,.329,19730,3161,7144,2118,4127,1043,3017,1346,1771,854,2661,3515,1880,657,366,1187,1728,8711,.442,.513,.346,.760,.550,51.547
1018,2020-21,TOR,27,72,27,45,.375,17305,2859,6383,1818,3552,1041,2831,1252,1536,680,2314,2994,1735,618,389,952,1526,8011,.448,.512,.368,.815,.567,52.945
1019,2017-18,CHI,27,82,27,55,.329,19855,3170,7285,2264,4736,906,2549,1194,1574,790,2873,3663,1923,626,289,1147,1571,8440,.435,.478,.355,.759,.529,49.732
1020,2017-18,SAC,27,82,27,55,.329,19755,3179,7063,2441,5096,738,1967,1008,1371,777,2578,3355,1768,643,340,1125,1639,8104,.450,.479,.375,.735,.529,50.234
1021,2013-14,LAL,27,82,27,55,.329,19705,3139,6980,2365,4948,774,2032,1390,1835,745,2620,3365,2006,611,446,1239,1627,8442,.450,.478,.381,.757,.542,50.516
1022,2012-13,NOH,27,82,27,55,.329,19780,2955,6589,2420,5115,535,1474,1269,1636,988,2426,3414,1721,520,440,1193,1673,7714,.448,.473,.363,.776,.528,48.907
1023,2009-10,DET,27,82,27,55,.329,19780,2940,6602,2566,5412,374,1190,1455,1998,1053,2242,3295,1591,596,313,1100,1822,7709,.445,.474,.314,.728,.515,47.364
1024,2009-10,PHI,27,82,27,55,.329,19805,3087,6706,2613,5325,474,1381,1366,1808,941,2421,3362,1723,667,439,1192,1677,8014,.460,.491,.343,.756,.534,49.568
1025,2005-06,TOR,27,82,27,55,.329,19955,3013,6639,2405,5019,608,1620,1653,2089,864,2291,3155,1593,529,272,1071,1965,8287,.454,.479,.375,.791,.548,49.962
1026,2004-05,POR,27,82,27,55,.329,19730,2896,6422,2476,5261,420,1161,1409,1944,970,2404,3374,1722,583,544,1308,1703,7621,.451,.471,.362,.725,.524,48.365
1027,2002-03,LAC,27,82,27,55,.329,19755,2835,6490,2445,5312,390,1178,1633,2177,1008,2462,3470,1605,574,461,1291,1784,7693,.437,.460,.331,.750,.516,46.687
1028,2001-02,DEN,27,82,27,55,.329,19805,2915,6870,2492,5585,423,1285,1306,1756,1117,2310,3427,1817,613,462,1205,1873,7559,.424,.446,.329,.744,.495,45.509
1029,1998-99,NYK,27,50,27,23,.540,12100,1610,3704,1402,3115,208,589,892,1218,551,1510,2061,963,395,262,804,1140,4320,.435,.450,.353,.732,.509,46.274
1030,1998-99,PHO,27,50,27,23,.540,12050,1797,4004,1536,3302,261,702,924,1215,598,1418,2016,1249,444,200,681,1022,4779,.449,.465,.372,.760,.526,48.139
1031,1998-99,SAC,27,50,27,23,.540,12200,1918,4307,1628,3364,290,943,883,1293,706,1573,2279,1129,444,232,842,1016,5009,.445,.484,.308,.683,.514,47.899
1032,1997-98,SAC,27,82,27,55,.329,19730,2957,6684,2674,5878,283,806,1440,2096,1094,2304,3398,1836,596,420,1271,1810,7637,.442,.455,.351,.687,.502,46.357
1033,1993-94,LAC,27,82,27,55,.329,19780,3343,7163,3091,6332,252,831,1509,2128,1120,2410,3530,2169,807,421,1474,1769,8447,.467,.488,.303,.709,.521,48.429
1034,1988-89,SAC,27,82,27,55,.329,19780,3362,7351,3055,6527,307,824,1620,2104,1141,2454,3595,1970,624,409,1370,1877,8651,.457,.468,.373,.770,.523,47.823
1035,1983-84,CHI,27,82,27,55,.329,19980,3305,6972,3285,6855,20,117,1871,2508,1141,2300,3441,2095,687,454,1578,2196,8501,.474,.479,.171,.746,.526,47.547
1036,2016-17,LAL,26,82,26,56,.317,19705,3224,7164,2494,5054,730,2110,1397,1853,933,2636,3569,1716,674,320,1243,1698,8575,.450,.493,.346,.754,.537,50.098
1037,2011-12,MIN,26,66,26,40,.394,15940,2355,5434,1882,4011,473,1423,1281,1662,797,2089,2886,1290,436,293,1001,1212,6464,.433,.469,.332,.771,.524,47.690
1038,2009-10,GSW,26,82,26,56,.317,19730,3329,7094,2696,5407,633,1687,1631,2085,753,2397,3150,1839,761,340,1204,1886,8922,.469,.499,.375,.782,.557,51.388
1039,2009-10,WAS,26,82,26,56,.317,19830,3008,6700,2576,5475,432,1225,1444,1895,966,2458,3424,1557,493,421,1219,1752,7892,.449,.471,.353,.762,.524,48.119
1040,2007-08,MIL,26,82,26,56,.317,19855,3026,6745,2574,5432,452,1313,1452,1980,1055,2363,3418,1760,544,361,1210,1748,7956,.449,.474,.344,.733,.522,48.213
1041,2005-06,ATL,26,82,26,56,.317,19880,2946,6496,2522,5342,424,1154,1656,2207,1069,2232,3301,1625,587,394,1284,2054,7972,.454,.472,.367,.750,.534,48.615
1042,2005-06,CHA,26,82,26,56,.317,19905,2961,6843,2533,5582,428,1261,1593,2186,990,2270,3260,1717,822,354,1167,1960,7943,.433,.454,.339,.729,.509,46.398
1043,2004-05,UTA,26,82,26,56,.317,19780,2828,6301,2578,5539,250,762,1719,2272,1047,2243,3290,1826,541,374,1292,2189,7625,.449,.465,.328,.757,.522,46.866
1044,2000-01,NJN,26,82,26,56,.317,19730,2781,6550,2420,5466,361,1084,1629,2146,909,2337,3246,1603,649,407,1208,1982,7552,.425,.443,.333,.759,.504,45.214
1045,1998-99,CHH,26,50,26,24,.520,12150,1671,3718,1403,2983,268,735,1034,1384,480,1493,1973,1110,443,247,796,1101,4644,.449,.470,.365,.747,.537,48.548
1046,1996-97,NJN,26,82,26,56,.317,19780,2994,7091,2510,5720,484,1371,1502,2031,1410,2376,3786,1726,677,481,1290,1865,7974,.422,.439,.353,.740,.499,45.635
1047,1995-96,DAL,26,82,26,56,.317,19930,3124,7431,2389,5392,735,2039,1426,1975,1408,2379,3787,1913,642,342,1270,1836,8409,.420,.443,.360,.722,.507,46.986
1048,1995-96,MIN,26,82,26,56,.317,19780,2974,6481,2695,5624,279,857,1797,2314,985,2271,3256,1867,650,481,1426,1994,8024,.459,.479,.326,.777,.535,48.040
1049,1994-95,GSW,26,82,26,56,.317,19905,3217,6873,2671,5271,546,1602,1687,2395,1101,2371,3472,2017,649,391,1497,1804,8667,.468,.507,.341,.704,.547,50.778
1050,1992-93,PHI,26,82,26,56,.317,19930,3225,7075,2895,6134,330,941,1776,2259,1031,2431,3462,2038,672,566,1362,1604,8556,.456,.472,.351,.786,.530,47.915
1051,1990-91,CHH,26,82,26,56,.317,19805,3286,7033,3155,6616,131,417,1725,2214,1027,2200,3227,2019,759,304,1290,1946,8428,.467,.477,.314,.779,.526,47.654
