Rk,Player,WS,Season,Age,Team,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,-9999
504,Grant Hill,6.6,2004-05,32,ORL,67,67,1,34.9,7.7,15.1,7.7,15.0,0.0,0.2,4.2,5.1,1.1,3.6,4.7,3.3,1.4,0.4,2.4,2.1,19.7,.509,.513,.231,.821,.565,51.084,F-G,hillgr01
505,Rajon Rondo,6.6,2010-11,24,BOS,68,68,1,37.2,4.7,9.9,4.5,9.2,0.1,0.6,1.1,1.9,1.3,3.1,4.4,11.2,2.3,0.2,3.4,1.8,10.6,.475,.491,.233,.568,.495,48.209,G,rondora01
506,Jaren Jackson Jr.,6.6,2022-23,23,MEM,63,63,1,28.4,6.6,13.0,5.0,8.6,1.6,4.5,3.8,4.9,1.7,5.0,6.8,1.0,1.0,3.0,1.7,3.6,18.6,.506,.585,.355,.788,.613,56.691,F,jacksja02
507,Jayson Tatum,6.5,2020-21,22,BOS,64,64,1,35.8,9.5,20.6,6.5,13.0,2.9,7.6,4.6,5.3,0.8,6.6,7.4,4.3,1.2,0.5,2.7,1.9,26.4,.459,.502,.386,.868,.576,52.997,F,tatumja01
508,Donovan Mitchell,6.4,2023-24,27,CLE,55,55,1,35.3,9.1,19.8,5.8,10.8,3.3,9.0,5.0,5.8,0.8,4.3,5.1,6.1,1.8,0.5,2.8,2.1,26.6,.462,.539,.368,.865,.595,54.545,G,mitchdo01
509,Joe Johnson,6.4,2011-12,30,ATL,60,60,1,35.5,7.1,15.5,5.0,10.2,2.1,5.4,2.6,3.1,0.9,2.8,3.7,3.9,0.8,0.2,1.9,1.3,18.8,.454,.489,.388,.849,.557,52.148,G-F,johnsjo02
510,Paul Millsap,6.4,2016-17,31,ATL,69,67,1,34.0,6.2,14.1,5.1,10.6,1.1,3.5,4.5,5.9,1.6,6.1,7.7,3.7,1.3,0.9,2.3,2.7,18.1,.442,.486,.311,.768,.542,48.097,F,millspa01
511,Jermaine O'Neal,6.4,2001-02,23,IND,72,72,1,37.6,7.5,15.7,7.5,15.5,0.0,0.2,3.9,5.7,2.6,7.9,10.5,1.6,0.6,2.3,2.4,3.7,19.0,.479,.484,.071,.688,.521,47.970,C-F,onealje01
512,Kevin Love,6.4,2016-17,28,CLE,60,60,1,31.4,6.2,14.5,3.8,8.0,2.4,6.5,4.3,4.9,2.5,8.6,11.1,1.9,0.9,0.4,2.0,2.1,19.0,.427,.471,.373,.871,.573,51.038,F-C,loveke01
513,Chris Bosh,6.4,2015-16,31,MIA,53,53,1,33.5,6.8,14.5,5.2,10.3,1.5,4.2,4.0,5.1,0.9,6.5,7.4,2.4,0.7,0.6,1.5,1.9,19.1,.467,.508,.365,.795,.571,51.956,F-C,boshch01
514,Carmelo Anthony,6.4,2015-16,31,NYK,72,72,1,35.1,7.9,18.2,6.4,13.8,1.5,4.3,4.6,5.6,1.4,6.4,7.7,4.2,0.9,0.5,2.4,2.5,21.8,.434,.463,.339,.829,.530,47.399,F,anthoca01
515,Kevin Love,6.4,2017-18,29,CLE,59,59,1,28.0,5.7,12.4,3.3,6.8,2.3,5.6,4.0,4.5,1.7,7.5,9.3,1.7,0.7,0.4,1.5,2.0,17.6,.458,.494,.415,.880,.614,55.213,F-C,loveke01
516,Luol Deng,6.3,2012-13,27,CHI,75,75,1,38.7,6.2,14.6,5.2,11.5,1.0,3.1,3.1,3.8,2.2,4.2,6.3,3.0,1.1,0.4,1.9,1.4,16.5,.426,.455,.322,.816,.508,46.066,F,denglu01
517,Darius Garland,6.3,2021-22,22,CLE,68,68,1,35.7,8.0,17.3,5.4,10.6,2.6,6.7,3.2,3.5,0.6,2.7,3.3,8.6,1.3,0.1,3.6,1.7,21.7,.462,.512,.383,.892,.576,53.623,G,garlada01
518,Nikola Vučević,6.3,2020-21,30,CHIORL,70,70,1,33.5,9.5,19.9,7.0,13.7,2.5,6.3,1.9,2.2,2.1,9.6,11.7,3.8,0.9,0.7,1.8,2.0,23.4,.477,.513,.400,.840,.560,54.011,C,vucevni01
519,Ray Allen,6.3,2006-07,31,SEA,55,55,1,40.3,9.2,21.0,6.2,12.9,3.0,8.1,5.1,5.6,1.0,3.5,4.5,4.1,1.5,0.2,2.8,2.1,26.4,.438,.479,.372,.903,.564,50.954,G,allenra02
520,Karl-Anthony Towns,6.3,2023-24,28,MIN,62,62,1,32.7,7.7,15.3,5.5,10.1,2.2,5.3,4.1,4.7,1.5,6.8,8.3,3.0,0.7,0.7,2.9,3.3,21.8,.504,.550,.416,.873,.625,57.518,C-F,townska01
521,Carmelo Anthony,6.2,2011-12,27,NYK,55,55,1,34.1,8.0,18.6,6.8,14.9,1.2,3.7,5.4,6.7,1.6,4.7,6.3,3.6,1.1,0.4,2.6,2.8,22.6,.430,.454,.335,.804,.525,46.341,F,anthoca01
522,Michael Jordan,6.2,2002-03,39,WAS,82,67,1,37.0,8.3,18.6,8.1,18.0,0.2,0.7,3.2,4.0,0.9,5.2,6.1,3.8,1.5,0.5,2.1,2.1,20.0,.445,.450,.291,.821,.491,44.990,G-F,jordami01
523,Allen Iverson,6.2,2006-07,31,DENPHI,65,64,1,42.5,8.9,20.2,8.0,17.2,1.0,3.0,7.5,9.4,0.4,2.6,3.0,7.2,1.9,0.2,4.1,1.5,26.3,.442,.465,.315,.795,.540,46.611,G,iversal01
524,Roy Hibbert,6.2,2011-12,25,IND,65,65,1,29.8,5.1,10.3,5.1,10.3,0.0,0.0,2.6,3.7,3.3,5.5,8.8,1.7,0.5,2.0,2.0,3.0,12.8,.497,.498,.000,.711,.539,49.701,C,hibbero01
525,Joel Embiid,6.2,2017-18,23,PHI,63,63,1,30.3,8.1,16.8,7.0,13.4,1.0,3.4,5.7,7.4,2.3,8.7,11.0,3.2,0.6,1.8,3.7,3.3,22.9,.483,.527,.308,.769,.573,51.420,C,embiijo01
526,Kobe Bryant,6.2,2011-12,33,LAL,58,58,1,38.5,9.9,23.0,8.4,18.1,1.5,4.9,6.6,7.8,1.1,4.3,5.4,4.6,1.2,0.3,3.5,1.8,27.9,.430,.464,.303,.845,.527,46.220,G-F,bryanko01
527,Donovan Mitchell,6.2,2020-21,24,UTA,53,53,1,33.4,9.0,20.6,5.7,11.9,3.4,8.7,5.0,6.0,0.9,3.5,4.4,5.2,1.0,0.3,2.8,2.2,26.4,.438,.476,.386,.845,.569,51.971,G,mitchdo01
528,Shaquille O'Neal,6.2,2005-06,33,MIA,59,58,1,30.6,8.1,13.6,8.1,13.6,0.0,0.0,3.7,8.0,2.9,6.3,9.2,1.9,0.4,1.8,2.8,3.9,20.0,.600,.600,,.469,.586,60.000,C,onealsh01
529,Mike Conley,6.1,2020-21,33,UTA,51,51,1,29.4,5.6,12.5,2.9,6.0,2.7,6.6,2.4,2.8,0.7,2.8,3.5,6.0,1.4,0.2,1.9,1.9,16.2,.444,.479,.412,.852,.589,55.156,G,conlemi01
530,Khris Middleton,6.1,2018-19,27,MIL,77,77,1,31.1,6.6,14.9,4.2,8.8,2.3,6.2,2.8,3.4,0.6,5.3,6.0,4.3,1.0,0.1,2.3,2.2,18.3,.441,.485,.378,.837,.558,51.873,F-G,middlkh01
531,Draymond Green,6.1,2017-18,27,GSW,70,70,1,32.7,4.0,8.8,2.9,5.2,1.1,3.7,1.9,2.5,1.1,6.6,7.6,7.3,1.4,1.3,2.9,2.6,11.0,.454,.562,.301,.775,.556,51.616,F,greendr01
532,Amar'e Stoudemire,6.1,2008-09,26,PHO,53,53,1,36.8,7.6,14.1,7.6,14.0,0.1,0.1,6.1,7.3,2.2,5.9,8.1,2.0,0.9,1.1,2.8,3.1,21.4,.539,.540,.429,.835,.617,54.139,F-C,stoudam01
533,Derrick Rose,6.0,2011-12,23,CHI,39,39,1,35.3,7.7,17.8,6.4,13.4,1.4,4.4,5.0,6.1,0.7,2.7,3.4,7.9,0.9,0.7,3.1,1.3,21.8,.435,.475,.312,.812,.532,47.338,G,rosede01
534,Joel Embiid,6.0,2019-20,25,PHI,51,51,1,29.5,7.5,15.7,6.4,12.3,1.1,3.4,6.9,8.5,2.8,8.9,11.6,3.0,0.9,1.3,3.1,3.4,23.0,.477,.517,.331,.807,.590,51.248,C,embiijo01
535,DeMarcus Cousins,6.0,2014-15,24,SAC,59,59,1,34.1,8.4,18.1,8.4,17.9,0.0,0.1,7.2,9.2,3.1,9.5,12.7,3.6,1.5,1.7,4.3,4.1,24.1,.467,.469,.250,.782,.545,46.811,C-F,couside01
536,Ben Simmons,6.0,2020-21,24,PHI,58,58,1,32.4,5.6,10.1,5.6,9.9,0.1,0.2,3.0,4.9,1.6,5.6,7.2,6.9,1.6,0.6,3.0,2.9,14.3,.557,.562,.300,.613,.584,56.003,G-F,simmobe01
537,Jameer Nelson,6.0,2008-09,26,ORL,42,42,1,31.2,6.4,12.6,4.4,8.3,2.0,4.3,2.0,2.3,0.5,3.0,3.5,5.4,1.2,0.1,2.0,2.9,16.7,.503,.529,.453,.887,.612,58.004,G,nelsoja01
538,Ja Morant,6.0,2022-23,23,MEM,61,59,1,31.9,9.3,19.9,7.8,15.0,1.5,4.9,6.1,8.1,1.0,4.9,5.9,8.1,1.1,0.3,3.4,1.6,26.2,.466,.519,.307,.748,.557,50.412,G,moranja01
539,Derrick Rose,6.0,2009-10,21,CHI,78,78,1,36.8,8.6,17.6,8.4,16.8,0.2,0.8,3.3,4.3,0.8,2.9,3.8,6.0,0.7,0.3,2.8,1.2,20.8,.489,.500,.267,.766,.532,49.527,G,rosede01
540,Vince Carter,6.0,2003-04,27,TOR,73,73,1,38.2,8.3,20.0,7.1,16.6,1.3,3.3,4.6,5.7,1.3,3.5,4.8,4.8,1.2,0.9,3.1,2.9,22.5,.417,.424,.383,.806,.501,44.921,G-F,cartevi01
541,Jaylen Brown,5.9,2023-24,27,BOS,70,70,1,33.5,9.0,17.9,6.9,12.1,2.1,5.9,3.0,4.3,1.2,4.3,5.5,3.6,1.2,0.5,2.4,2.6,23.0,.499,.570,.354,.703,.580,55.693,F-G,brownja02
542,Kemba Walker,5.9,2019-20,29,BOS,56,56,1,31.1,6.8,15.9,3.5,7.4,3.2,8.4,3.7,4.3,0.6,3.2,3.9,4.8,0.9,0.5,2.1,1.6,20.4,.425,.476,.381,.864,.575,52.643,G,walkeke02
543,Bradley Beal,5.9,2020-21,27,WAS,60,60,1,35.8,11.2,23.0,9.0,16.8,2.2,6.2,6.8,7.7,1.2,3.5,4.7,4.4,1.2,0.4,3.1,2.3,31.3,.485,.535,.349,.889,.593,53.184,G,bealbr01
544,Steve Nash,5.9,2011-12,37,PHO,62,62,1,31.6,4.8,9.0,3.9,6.7,0.9,2.3,2.0,2.3,0.4,2.6,3.0,10.7,0.6,0.1,3.7,0.9,12.5,.532,.580,.390,.894,.625,58.108,G,nashst01
545,Trae Young,5.9,2019-20,21,ATL,60,60,1,35.3,9.1,20.8,5.7,11.4,3.4,9.5,8.0,9.3,0.5,3.7,4.3,9.3,1.1,0.1,4.8,1.7,29.6,.437,.501,.361,.860,.595,51.922,G,youngtr01
546,Tony Parker,5.9,2013-14,31,SAS,68,68,1,29.4,6.7,13.4,6.3,12.5,0.4,1.0,2.9,3.6,0.3,2.0,2.3,5.7,0.5,0.1,2.2,1.3,16.7,.499,.509,.373,.811,.555,51.258,G,parketo01
547,Zach LaVine,5.9,2020-21,25,CHI,58,58,1,35.1,9.8,19.4,6.4,11.1,3.4,8.2,4.4,5.1,0.6,4.4,5.0,4.9,0.8,0.5,3.5,2.4,27.4,.507,.571,.419,.849,.634,59.573,G-F,lavinza01
548,Jason Kidd,5.9,2007-08,34,DALNJN,80,80,1,36.3,3.8,9.9,2.3,6.0,1.5,3.9,1.7,2.1,1.2,6.3,7.5,10.1,1.7,0.3,3.3,2.1,10.8,.385,.387,.381,.818,.499,45.965,G,kiddja01
549,Zach LaVine,5.8,2021-22,26,CHI,67,67,1,34.7,8.4,17.7,5.7,10.6,2.8,7.1,4.8,5.6,0.3,4.3,4.6,4.5,0.6,0.3,2.6,1.8,24.4,.476,.534,.389,.853,.605,55.438,G-F,lavinza01
550,LaMelo Ball,5.8,2021-22,20,CHO,75,75,1,32.3,7.2,16.7,4.2,9.2,2.9,7.5,2.8,3.2,1.4,5.2,6.7,7.6,1.6,0.4,3.3,3.2,20.1,.429,.462,.389,.872,.554,51.675,G,ballla01
551,Luol Deng,5.8,2011-12,26,CHI,54,54,1,39.4,5.8,14.0,4.3,10.0,1.5,4.0,2.4,3.1,1.4,5.1,6.5,2.9,1.0,0.7,1.8,1.5,15.3,.412,.430,.367,.770,.500,46.424,F,denglu01
552,John Wall,5.7,2015-16,25,WAS,77,77,1,36.2,7.4,17.5,5.9,13.3,1.5,4.3,3.5,4.5,0.5,4.4,4.9,10.2,1.9,0.8,4.1,2.1,19.9,.424,.448,.351,.791,.510,46.664,G,walljo01
553,DeMarcus Cousins,5.7,2015-16,25,SAC,65,65,1,34.6,9.2,20.5,8.2,17.3,1.1,3.2,7.3,10.2,2.4,9.1,11.5,3.3,1.6,1.4,3.8,3.6,26.9,.451,.473,.333,.718,.538,47.748,C-F,couside01
554,LeBron James,5.6,2022-23,38,LAL,55,54,1,35.5,11.1,22.2,8.9,15.3,2.2,6.9,4.6,5.9,1.2,7.1,8.3,6.8,0.9,0.6,3.2,1.6,28.9,.500,.580,.321,.768,.583,54.922,F-G,jamesle01
555,Kevin Garnett,5.6,2012-13,36,BOS,68,68,1,29.7,6.2,12.5,6.2,12.3,0.0,0.2,2.3,3.0,1.1,6.7,7.8,2.3,1.1,0.9,1.6,2.3,14.8,.496,.504,.125,.786,.535,49.765,F-C,garneke01
556,LeBron James,5.6,2020-21,36,LAL,45,45,1,33.4,9.4,18.3,7.1,12.0,2.3,6.3,4.0,5.7,0.6,7.0,7.7,7.8,1.1,0.6,3.7,1.6,25.0,.513,.591,.365,.698,.602,57.594,F-G,jamesle01
557,Dwyane Wade,5.5,2013-14,32,MIA,54,53,1,32.9,7.7,14.1,7.5,13.5,0.2,0.6,3.5,4.8,1.1,3.4,4.5,4.7,1.5,0.5,3.0,2.0,19.0,.545,.557,.281,.733,.588,55.125,G,wadedw01
558,Antawn Jamison,5.4,2004-05,28,WAS,68,68,1,38.3,7.6,17.5,6.6,14.4,1.0,3.1,3.3,4.4,2.4,5.3,7.6,2.3,0.8,0.2,1.7,2.2,19.6,.437,.457,.341,.760,.506,46.636,F,jamisan01
559,Donovan Mitchell,5.4,2019-20,23,UTA,69,69,1,34.3,8.7,19.4,6.2,12.6,2.5,6.9,4.0,4.7,0.8,3.6,4.4,4.3,1.0,0.2,2.7,2.5,24.0,.449,.494,.366,.863,.558,51.304,G,mitchdo01
560,Roy Hibbert,5.4,2013-14,27,IND,81,81,1,29.7,4.1,9.3,4.1,9.2,0.0,0.1,2.6,3.3,2.5,4.1,6.6,1.1,0.4,2.2,1.8,3.3,10.8,.439,.439,.400,.770,.499,44.032,C,hibbero01
561,Pascal Siakam,5.4,2019-20,25,TOR,60,60,1,35.2,8.3,18.4,6.2,12.3,2.2,6.1,4.0,5.1,1.1,6.3,7.3,3.5,1.0,0.9,2.5,2.8,22.9,.453,.499,.359,.792,.554,51.223,F-C,siakapa01
562,Khris Middleton,5.3,2021-22,30,MIL,66,66,1,32.4,6.8,15.5,4.4,8.9,2.5,6.6,3.9,4.4,0.6,4.8,5.4,5.4,1.2,0.3,2.9,2.4,20.1,.443,.494,.373,.890,.577,52.204,F-G,middlkh01
563,Kyrie Irving,5.3,2012-13,20,CLE,59,59,1,34.7,8.2,18.1,6.4,13.4,1.8,4.7,4.2,4.9,0.6,3.1,3.7,5.9,1.5,0.4,3.2,2.5,22.5,.452,.474,.391,.855,.553,50.327,G,irvinky01
564,Paul George,5.3,2020-21,30,LAC,54,54,1,33.7,8.2,17.6,5.1,9.9,3.2,7.7,3.7,4.2,0.8,5.8,6.6,5.2,1.1,0.4,3.3,2.4,23.3,.467,.510,.411,.868,.598,55.666,F-G,georgpa01
565,Caron Butler,5.3,2006-07,26,WAS,63,63,1,39.3,7.2,15.5,6.9,14.3,0.3,1.1,4.5,5.2,2.3,5.1,7.4,3.7,2.1,0.3,2.9,3.0,19.1,.463,.480,.250,.863,.537,47.179,F,butleca01
566,Goran Dragić,5.3,2017-18,31,MIA,75,75,1,31.7,6.5,14.3,5.0,10.3,1.5,4.0,2.9,3.6,0.7,3.4,4.1,4.8,0.8,0.2,2.2,2.4,17.3,.450,.481,.370,.801,.543,50.186,G,dragigo01
567,Paolo Banchero,5.3,2023-24,21,ORL,80,80,1,35.0,8.0,17.6,6.5,13.2,1.5,4.4,5.1,7.0,1.0,5.9,6.9,5.4,0.9,0.6,3.1,1.9,22.6,.455,.493,.339,.725,.546,49.716,F,banchpa01
568,Klay Thompson,5.3,2018-19,28,GSW,78,78,1,34.0,8.4,18.0,5.3,10.3,3.1,7.7,1.7,2.0,0.5,3.4,3.8,2.4,1.1,0.6,1.5,2.0,21.5,.467,.516,.402,.816,.571,55.314,G-F,thompkl01
569,Theo Ratliff,5.2,2000-01,27,PHI,50,50,1,36.0,4.6,9.1,4.6,9.1,0.0,0.0,3.3,4.3,2.5,5.8,8.3,1.2,0.6,3.7,2.5,3.3,12.4,.499,.499,,.760,.562,49.891,C-F,ratlith01
570,Joe Johnson,5.1,2006-07,25,ATL,57,57,1,41.4,9.4,20.0,7.3,14.5,2.1,5.5,4.1,5.5,0.9,3.3,4.2,4.4,1.1,0.2,3.1,2.0,25.0,.471,.504,.381,.748,.558,52.283,G-F,johnsjo02
571,Latrell Sprewell,5.1,2000-01,30,NYK,77,77,1,39.2,6.8,15.8,6.3,14.1,0.5,1.8,3.6,4.6,0.6,3.9,4.5,3.5,1.4,0.4,2.8,2.1,17.7,.430,.446,.304,.783,.497,44.668,G,sprewla01
572,Andrew Wiggins,5.1,2021-22,26,GSW,73,73,1,31.9,6.5,14.0,4.4,8.5,2.2,5.5,2.0,3.2,1.2,3.3,4.5,2.2,1.0,0.7,1.5,2.2,17.2,.466,.513,.393,.634,.560,54.318,F-G,wiggian01
573,Brandon Ingram,5.1,2019-20,22,NOP,62,62,1,33.9,8.2,17.7,5.8,11.5,2.4,6.2,5.0,5.9,0.8,5.3,6.1,4.2,1.0,0.6,3.0,2.9,23.8,.463,.501,.391,.851,.587,53.102,F,ingrabr01
574,Zydrunas Ilgauskas,5.0,2002-03,27,CLE,81,81,1,30.0,6.1,13.9,6.1,13.8,0.0,0.1,4.9,6.3,3.0,4.6,7.5,1.6,0.7,1.9,2.6,3.4,17.2,.441,.443,.000,.781,.516,44.118,C,ilgauzy01
