Rk,Player,PTS/G,Draft Team,Round,Pick,Draft Year,Draft College,Season,Team,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Class,-9999
1309,Shelden Williams,8.2,ATL,1,5,2006,Duke,2002-03,Duke,33,23,19.2,2.9,5.6,2.9,5.5,0.0,0.0,2.4,3.8,2.5,3.4,5.9,0.5,0.7,1.6,1.8,3.1,8.2,.516,.519,.000,.645,.556,.516,F,FR,shelden-williams-1
1310,Derrick Caracter,8.2,LAL,2,58,2010,UTEP,2006-07,Louisville,17,2,14.1,3.2,5.6,3.2,5.6,0.0,0.0,1.7,3.2,2.5,1.3,3.8,0.3,0.3,0.4,1.8,3.1,8.2,.573,.573,,.527,.569,.573,F,FR,derrick-caracter-1
1311,Marcus Paige,8.2,NJN,2,55,2016,North Carolina,2012-13,North Carolina,35,34,29.2,2.7,7.6,1.4,3.9,1.3,3.7,1.5,1.7,0.2,2.5,2.7,4.6,1.4,0.1,2.5,1.7,8.2,.356,.368,.344,.836,.483,.440,G,FR,marcus-paige-1
1312,Sasha Kaun,8.2,OKC,2,56,2008,Kansas,2005-06,Kansas,33,29,19.3,3.2,5.6,3.2,5.6,0.0,0.0,1.8,3.5,2.0,3.3,5.3,0.4,0.5,1.1,0.7,2.3,8.2,.562,.562,,.535,.562,.562,C,SO,sasha-kaun-1
1313,Jevon Carter,8.1,MEM,2,32,2018,West Virginia,2014-15,West Virginia,35,4,23.8,2.7,7.5,1.3,3.2,1.4,4.4,1.3,1.7,1.1,1.2,2.3,1.8,1.9,0.1,1.2,1.9,8.1,.360,.423,.314,.770,.486,.451,G,FR,jevon-carter-1
1314,Kendall Marshall,8.1,PHO,1,13,2012,North Carolina,2011-12,North Carolina,36,35,33.0,2.9,6.3,2.1,4.1,0.8,2.2,1.5,2.2,0.2,2.4,2.6,9.8,1.2,0.2,2.8,1.6,8.1,.467,.527,.354,.696,.558,.529,G,SO,kendall-marshall-1
1315,Joshua Primo,8.1,SAS,1,12,2021,Alabama,2020-21,Alabama,30,19,22.5,2.8,6.5,1.4,2.7,1.4,3.8,1.1,1.5,1.0,2.3,3.4,0.8,0.6,0.3,1.4,1.7,8.1,.431,.500,.381,.750,.565,.541,G,FR,joshua-primo-1
1316,Wayne Simien Jr,8.1,MIA,1,29,2005,Kansas,2001-02,Kansas,32,0,15.3,3.1,5.6,3.1,5.6,0.0,0.0,1.9,2.6,2.0,3.3,5.3,0.3,0.6,0.8,1.1,1.8,8.1,.553,.553,,.738,.594,.553,F,FR,wayne-simien-1
1317,C.J. Wilcox,8.1,LAC,1,28,2014,Washington,2010-11,Washington,33,6,15.8,2.7,6.5,0.8,1.8,1.9,4.8,0.8,0.9,0.7,1.4,2.1,0.9,0.4,0.3,0.6,1.2,8.1,.419,.466,.401,.806,.583,.565,G,FR,cj-wilcox-1
1318,Lavoy Allen,8.1,PHI,2,50,2011,Temple,2007-08,Temple,34,32,29.2,3.4,6.1,3.4,6.0,0.1,0.1,1.2,1.7,2.0,3.6,5.7,1.6,0.5,1.5,1.2,3.1,8.1,.558,.562,.400,.737,.587,.563,F,FR,lavoy-allen-1
1319,Rajon Rondo,8.1,PHO,1,21,2006,Kentucky,2004-05,Kentucky,34,34,25.1,3.0,5.9,2.7,4.9,0.3,1.0,1.8,3.0,0.6,2.3,2.9,3.5,2.6,0.2,2.0,1.9,8.1,.510,.551,.303,.583,.550,.535,G,FR,rajon-rondo-1
1320,Chris Singleton,8.1,WAS,1,18,2011,Florida State,2008-09,Florida State,35,34,26.9,2.7,6.6,1.7,3.7,1.0,2.9,1.7,2.7,1.9,3.1,4.9,1.1,1.5,1.3,2.0,3.0,8.1,.409,.469,.333,.611,.509,.483,F,FR,chris-singleton-1
1321,Jason Maxiell,8.1,DET,1,26,2005,Cincinnati,2001-02,Cincinnati,35,3,20.9,3.3,6.1,3.3,6.1,0.0,0.0,1.4,2.3,2.3,4.5,6.8,0.1,0.7,1.5,0.7,2.6,8.1,.552,.552,,.585,.562,.552,F,FR,jason-maxiell-1
1322,Keyontae Johnson,8.1,OKC,2,50,2023,Kansas State,2018-19,Florida,36,20,23.8,3.1,6.6,2.4,4.8,0.6,1.8,1.3,1.9,1.9,4.5,6.4,1.3,1.1,0.3,1.3,2.3,8.1,.470,.509,.365,.643,.539,.519,F,FR,keyontae-johnson-1
1323,Kobe Brown,8.0,LAC,1,30,2023,Missouri,2020-21,Missouri,26,26,21.3,3.1,6.6,2.5,4.2,0.6,2.5,1.2,2.2,1.8,4.5,6.2,0.8,0.6,0.4,1.3,2.8,8.0,.471,.602,.250,.544,.525,.517,F,SO,kobe-brown-1
1324,Terrence Ross,8.0,TOR,1,8,2012,Washington,2010-11,Washington,34,4,17.4,3.0,6.8,1.7,3.1,1.3,3.7,0.7,1.0,0.9,2.0,2.8,1.0,0.6,0.4,0.7,2.0,8.0,.443,.552,.352,.758,.556,.539,G,FR,terrence-ross-1
1325,Andrew Nembhard,8.0,IND,2,31,2022,Gonzaga,2018-19,Florida,36,36,32.9,2.9,7.1,2.0,4.3,1.0,2.8,1.2,1.5,0.2,2.7,2.9,5.4,1.2,0.1,2.1,1.7,8.0,.414,.458,.347,.764,.512,.482,G,FR,andrew-nembhard-1
1326,Corey Kispert,8.0,WAS,1,15,2021,Gonzaga,2018-19,Gonzaga,37,36,26.1,2.8,6.4,1.2,2.0,1.6,4.4,0.8,0.9,0.9,3.2,4.1,1.0,0.6,0.5,0.9,1.9,8.0,.437,.573,.374,.875,.586,.565,F,SO,corey-kispert-1
1327,Dalen Terry,8.0,CHI,1,18,2022,Arizona,2021-22,Arizona,37,37,27.8,3.1,6.2,2.4,4.1,0.8,2.1,1.1,1.4,1.2,3.7,4.8,3.9,1.2,0.3,1.4,2.3,8.0,.502,.572,.364,.736,.584,.563,G,SO,dalen-terry-1
1328,Dave Young,8.0,OKC,2,41,2004,,2001-02,Xavier,30,30,25.5,2.6,6.5,1.9,4.0,0.7,2.5,2.2,3.1,1.7,1.9,3.6,1.2,0.8,0.2,1.4,2.1,8.0,.397,.467,.284,.699,.504,.451,G,JR,dave-young-1
1329,Denzel Valentine,8.0,CHI,1,14,2016,Michigan State,2013-14,Michigan State,38,32,29.4,2.8,7.0,1.7,4.0,1.1,3.0,1.2,1.7,1.2,4.8,6.0,3.8,1.0,0.3,1.8,2.6,8.0,.408,.430,.377,.677,.512,.489,G,SO,denzel-valentine-1
1330,Solomon Hill,8.0,IND,1,23,2013,Arizona,2010-11,Arizona,38,38,25.2,2.7,5.6,2.3,4.4,0.4,1.3,2.1,2.6,1.7,3.0,4.7,1.7,0.8,0.2,1.7,2.3,8.0,.486,.524,.354,.780,.579,.526,F,SO,solomon-hill-1
1331,Steve Blake,8.0,WAS,2,38,2003,Maryland,2001-02,Maryland,36,36,32.0,2.5,6.6,1.3,3.1,1.2,3.6,1.7,2.1,0.6,3.3,3.8,7.9,1.6,0.4,3.2,2.0,8.0,.382,.427,.344,.824,.525,.475,G,JR,steve-blake-1
1332,DeAndre Jordan Jr,7.9,LAC,2,35,2008,Texas A&M,2007-08,Texas A&M,35,21,20.1,3.2,5.2,3.2,5.2,0.0,0.0,1.5,3.4,1.9,4.1,6.0,0.4,0.2,1.3,1.6,1.9,7.9,.617,.617,,.437,.580,.617,C,FR,deandre-jordan-1
1333,Isaiah Livers,7.9,DET,2,42,2021,Michigan,2018-19,Michigan,35,3,22.6,2.8,5.7,1.3,2.2,1.5,3.5,0.9,1.2,0.7,3.2,3.9,0.7,0.7,0.5,0.7,1.7,7.9,.487,.584,.426,.780,.636,.618,F,SO,isaiah-livers-1
1334,Travis Diener,7.9,ORL,2,38,2005,Marquette,2001-02,Marquette,33,3,23.7,2.3,5.4,0.6,1.5,1.7,3.9,1.5,2.0,0.5,2.0,2.5,2.6,1.2,0.1,0.8,1.9,7.9,.430,.400,.442,.761,.621,.589,G,FR,travis-diener-1
1335,James White IV,7.9,POR,2,31,2006,Cincinnati,2003-04,Cincinnati,27,22,25.1,2.6,6.9,2.1,4.5,0.6,2.3,2.1,2.6,1.0,3.1,4.0,3.6,0.9,0.7,2.1,2.0,7.9,.384,.459,.238,.803,.489,.424,F,SO,james-white-1
1336,Josh Selby,7.9,MEM,2,49,2011,Kansas,2010-11,Kansas,26,11,20.4,2.8,7.4,1.5,3.8,1.3,3.6,1.1,1.4,0.4,1.8,2.2,2.2,0.8,0.0,2.0,1.7,7.9,.373,.384,.362,.757,.489,.461,G,FR,josh-selby-1
1337,Luther Head,7.9,HOU,1,24,2005,Illinois,2002-03,Illinois,25,8,20.4,2.7,5.2,1.6,2.6,1.1,2.6,1.4,1.8,0.9,1.9,2.8,1.7,1.1,0.1,1.6,1.7,7.9,.519,.615,.424,.739,.648,.626,G,SO,luther-head-1
1338,Jarvis Varnado,7.9,MIA,2,41,2010,Mississippi State,2007-08,Mississippi State,34,34,28.5,3.2,5.0,3.2,4.9,0.0,0.1,1.5,2.9,2.2,5.6,7.8,0.5,0.5,4.6,1.2,2.9,7.9,.641,.643,.500,.500,.618,.644,F,SO,jarvis-varnado-1
1339,Royal Ivey,7.9,ATL,2,37,2004,Texas,2002-03,Texas,33,33,25.0,2.8,5.9,2.4,4.5,0.4,1.4,2.0,2.5,1.2,1.8,3.0,1.6,0.9,0.1,1.3,2.8,7.9,.474,.537,.267,.774,.558,.505,G,JR,royal-ivey-1
1340,Sam Young,7.9,MEM,2,36,2009,Pittsburgh,2005-06,Pittsburgh,33,3,20.4,3.0,5.7,2.8,5.1,0.1,0.6,1.8,2.7,1.8,2.6,4.4,0.8,0.7,0.6,1.5,1.4,7.9,.521,.563,.190,.693,.568,.532,F,FR,sam-young-1
1341,Sammy Mejia,7.9,DET,2,57,2007,DePaul,2003-04,DePaul,32,31,29.6,2.5,6.4,1.7,4.2,0.8,2.3,2.0,2.7,1.4,2.8,4.3,4.4,1.0,0.1,2.8,1.8,7.9,.393,.406,.370,.753,.513,.459,G,FR,sammy-mejia-1
1342,Shannon Brown,7.9,CLE,1,25,2006,Michigan State,2003-04,Michigan State,30,24,22.9,2.9,6.5,2.4,5.0,0.5,1.5,1.5,1.9,0.8,1.7,2.5,1.3,1.1,0.0,1.7,1.8,7.9,.451,.483,.341,.807,.534,.490,G,FR,shannon-brown-1
1343,Scottie Lewis,7.9,CHA,2,56,2021,Florida,2020-21,Florida,21,9,25.6,2.7,6.1,2.0,4.0,0.7,2.1,1.8,2.6,0.8,2.3,3.1,1.5,1.6,1.0,1.9,2.5,7.9,.445,.512,.318,.673,.535,.500,G,SO,scottie-lewis-1
1344,Emeka Okafor,7.9,CHA,1,2,2004,Connecticut,2001-02,Connecticut,34,34,30.0,3.1,5.2,3.1,5.2,0.0,0.0,1.7,2.7,2.6,6.4,9.0,0.8,0.8,4.1,1.4,2.6,7.9,.590,.590,,.620,.602,.590,C,FR,emeka-okafor-1
1345,Justin Anderson,7.8,DAL,1,21,2015,Virginia,2013-14,Virginia,37,5,21.6,2.6,6.4,1.8,3.6,0.8,2.8,1.8,2.6,0.7,2.5,3.2,1.5,0.4,0.8,1.4,1.6,7.8,.407,.493,.294,.716,.516,.470,G,SO,justin-anderson-1
1346,Josh Childress,7.8,ATL,1,6,2004,Stanford,2001-02,Stanford,30,6,21.5,3.1,7.8,2.4,5.1,0.7,2.7,0.8,1.2,1.5,3.3,4.8,0.8,0.6,0.4,1.1,1.8,7.8,.402,.468,.275,.694,.468,.449,F,FR,josh-childress-1
1347,Paul Davis,7.8,LAC,2,34,2006,Michigan State,2002-03,Michigan State,35,5,17.8,2.5,5.7,2.5,5.6,0.0,0.2,2.8,4.2,1.1,3.6,4.7,0.4,0.9,0.5,1.5,2.1,7.8,.438,.446,.167,.660,.506,.440,C,FR,paul-davis-1
1348,Marcus Douthit,7.8,LAL,2,56,2004,Providence,2003-04,Providence,29,29,29.7,2.8,6.3,2.8,6.3,0.0,0.0,2.2,2.8,1.7,4.1,5.9,2.2,1.6,3.2,2.6,3.0,7.8,.446,.446,,.768,.509,.446,C,SR,marcus-douthit-1
1349,Buddy Hield,7.8,NOH,1,6,2016,Oklahoma,2012-13,Oklahoma,27,13,25.1,3.0,7.7,2.3,4.8,0.7,3.0,1.1,1.3,1.8,2.4,4.2,1.9,1.2,0.3,1.6,1.9,7.8,.388,.481,.238,.833,.467,.433,G,FR,buddy-hield-1
1350,Shabazz Napier,7.8,CHA,1,24,2014,Connecticut,2010-11,Connecticut,41,0,23.8,2.4,6.6,1.3,3.1,1.1,3.4,1.8,2.3,0.6,1.8,2.4,3.0,1.6,0.1,1.8,1.8,7.8,.370,.419,.326,.771,.507,.456,G,FR,shabazz-napier-1
1351,Fab Melo,7.8,BOS,1,22,2012,Syracuse,2011-12,Syracuse,30,30,25.4,3.3,5.8,3.3,5.8,0.0,0.0,1.3,2.0,2.7,3.2,5.8,0.7,0.5,2.9,1.4,2.8,7.8,.566,.566,,.633,.581,.566,C,SO,fab-melo-1
1352,Josh Hart,7.8,UTA,1,30,2017,Villanova,2013-14,Villanova,34,1,21.4,2.6,5.1,1.8,2.7,0.8,2.4,1.9,2.8,1.8,2.6,4.4,0.9,0.6,0.3,0.6,2.4,7.8,.500,.670,.313,.677,.603,.575,G,FR,josh-hart-1
1353,Denham Brown,7.7,OKC,2,40,2006,Connecticut,2002-03,Connecticut,33,28,21.6,3.0,6.7,2.1,4.5,0.9,2.2,0.7,1.2,1.1,2.3,3.4,1.1,0.7,0.2,1.5,1.5,7.7,.452,.470,.417,.585,.528,.520,F,FR,denham-brown-1
1354,Jabari Walker,7.6,POR,2,57,2022,Colorado,2020-21,Colorado,26,0,14.2,2.7,5.1,1.8,3.4,0.9,1.7,1.3,1.7,1.3,3.0,4.3,0.5,0.5,0.5,1.1,2.1,7.6,.526,.528,.523,.778,.641,.613,F,FR,jabari-walker-1
1355,Thomas Robinson,7.6,SAC,1,5,2012,Kansas,2010-11,Kansas,33,2,14.6,3.1,5.1,3.1,5.1,0.0,0.0,1.5,2.9,2.2,4.2,6.4,0.6,0.4,0.7,1.3,2.0,7.6,.601,.601,,.510,.588,.601,F,SO,thomas-robinson-2
1356,Josh Harrellson,7.6,NOH,2,45,2011,Kentucky,2010-11,Kentucky,38,38,28.5,3.3,5.5,3.3,5.2,0.1,0.3,0.9,1.5,3.7,5.0,8.7,0.8,0.9,1.5,0.7,2.4,7.6,.611,.631,.200,.589,.616,.615,F,SR,josh-harrellson-1
1357,Jermareo Davidson,7.6,GSW,2,36,2007,Alabama,2004-05,Alabama,32,32,25.9,2.8,4.9,2.8,4.9,0.0,0.0,2.0,3.0,2.2,5.7,7.9,0.9,0.3,1.5,1.2,2.4,7.6,.577,.577,,.656,.603,.577,F,SO,jermareo-davidson-1
1358,Damion James,7.6,ATL,1,24,2010,Texas,2006-07,Texas,35,35,25.9,2.8,5.7,2.8,5.4,0.0,0.3,1.9,3.2,2.5,4.7,7.2,0.9,0.6,1.2,1.5,2.9,7.6,.493,.516,.091,.595,.522,.495,F,FR,damion-james-1
1359,Robin Lopez,7.5,PHO,1,15,2008,Stanford,2006-07,Stanford,31,31,24.0,3.1,6.5,3.1,6.4,0.0,0.0,1.4,2.5,2.5,3.0,5.5,0.9,0.2,2.4,1.5,2.3,7.5,.480,.482,.000,.545,.495,.480,C,FR,robin-lopez-1
1360,Corey Brewer,7.5,MIN,1,7,2007,Florida,2004-05,Florida,32,30,24.7,2.7,5.3,2.2,4.1,0.5,1.2,1.6,2.7,1.5,1.9,3.4,2.0,1.4,0.4,1.6,2.3,7.5,.515,.538,.436,.581,.574,.565,F,FR,corey-brewer-1
1361,Kyle Guy,7.5,NYK,2,55,2019,Virginia,2016-17,Virginia,34,7,18.6,2.6,6.0,1.1,3.0,1.5,3.0,0.7,1.0,0.1,1.5,1.7,1.3,0.4,0.0,0.6,1.1,7.5,.439,.382,.495,.714,.578,.563,G,FR,kyle-guy-1
1362,Hunter Tyson,7.5,OKC,2,37,2023,Clemson,2020-21,Clemson,19,12,16.7,2.5,5.3,1.3,2.6,1.2,2.7,1.4,1.8,0.6,3.5,4.2,0.3,0.5,0.3,0.9,1.5,7.5,.465,.500,.431,.771,.608,.574,F,JR,tyson-hunter-1
1363,Deshaun Thomas,7.5,SAS,2,58,2013,Ohio State,2010-11,Ohio State,37,1,14.0,2.8,5.9,2.3,4.2,0.6,1.7,1.3,1.6,1.7,1.9,3.5,0.5,0.4,0.2,0.8,1.1,7.5,.479,.542,.328,.797,.563,.527,F,FR,deshaun-thomas-1
1364,Chuma Okeke,7.5,ORL,1,16,2019,Auburn,2017-18,Auburn,34,0,21.6,2.7,5.9,1.7,3.4,1.0,2.6,1.1,1.6,2.0,3.8,5.8,1.1,0.7,0.7,0.8,1.9,7.5,.458,.509,.391,.673,.561,.542,F,FR,chuma-okeke-1
1365,Kyle Lowry,7.5,MEM,1,24,2006,Villanova,2004-05,Villanova,24,3,23.2,2.7,6.3,2.5,5.4,0.2,0.9,2.0,3.1,0.9,2.3,3.2,2.0,1.3,0.2,1.7,2.3,7.5,.421,.454,.227,.635,.481,.438,G,FR,kyle-lowry-1
1366,Mitch McGary,7.5,OKC,1,21,2014,Michigan,2012-13,Michigan,39,8,19.7,3.4,5.7,3.4,5.7,0.0,0.0,0.6,1.3,2.5,3.8,6.3,0.6,1.1,0.7,1.2,2.4,7.5,.598,.598,,.442,.585,.598,F,FR,mitch-mcgary-1
1367,Deyonta Davis,7.5,BOS,2,31,2016,Michigan State,2015-16,Michigan State,35,16,18.6,3.4,5.7,3.4,5.7,0.0,0.0,0.7,1.1,2.1,3.4,5.5,0.7,0.3,1.8,0.9,2.3,7.5,.598,.598,,.605,.601,.598,F,FR,deyonta-davis-1
1368,Danny Green,7.5,CLE,2,46,2009,North Carolina,2005-06,North Carolina,31,0,15.3,2.6,6.0,1.7,3.6,0.9,2.5,1.4,1.7,1.2,2.6,3.7,1.1,0.7,1.0,1.3,1.6,7.5,.433,.486,.355,.792,.544,.505,F,FR,danny-green-1
1369,Marcus Taylor,7.4,MIN,2,52,2002,Michigan State,2000-01,Michigan State,30,9,22.0,2.9,7.2,2.2,4.9,0.6,2.3,1.1,1.4,0.3,1.0,1.3,3.6,0.4,0.1,2.0,1.7,7.4,.396,.456,.271,.744,.470,.440,G,FR,marcus-taylor-1
1370,Payton Pritchard,7.4,BOS,1,26,2020,Oregon,2016-17,Oregon,39,35,28.3,2.5,6.3,1.2,2.6,1.3,3.7,1.2,1.6,0.6,2.8,3.4,3.6,1.2,0.1,1.4,2.3,7.4,.393,.455,.350,.730,.526,.496,G,FR,payton-pritchard-1
1371,Marcus Morris,7.4,HOU,1,14,2011,Kansas,2008-09,Kansas,35,22,18.5,2.7,5.4,2.5,5.0,0.2,0.4,1.8,3.0,1.9,2.9,4.7,1.1,1.0,0.3,1.6,2.5,7.4,.495,.503,.400,.604,.537,.511,F,FR,marcus-morris-1
1372,Ronny Turiaf,7.3,LAL,2,37,2005,Gonzaga,2001-02,Gonzaga,32,1,19.5,2.3,4.3,2.3,4.3,0.0,0.1,2.8,4.0,1.6,3.4,5.0,0.5,0.4,0.8,1.7,2.9,7.3,.525,.533,.000,.695,.588,.525,F,FR,ronny-turiaf-1
1373,Jordan Bone,7.3,NOH,2,57,2019,Tennessee,2017-18,Tennessee,35,33,23.1,2.6,6.7,1.9,4.7,0.8,2.0,1.3,1.6,0.2,1.8,2.1,3.5,0.7,0.1,1.3,1.1,7.3,.391,.396,.380,.821,.491,.449,G,SO,jordan-bone-1
1374,DeVon Hardin,7.3,OKC,2,50,2008,California,2005-06,California,31,30,23.5,2.7,5.5,2.7,5.5,0.0,0.0,1.8,2.8,2.1,4.5,6.6,0.5,0.4,1.5,1.2,3.0,7.3,.497,.497,,.625,.529,.497,C,SO,devon-hardin-1
1375,Keegan Murray,7.2,SAC,1,4,2022,Iowa,2020-21,Iowa,31,4,18.0,2.7,5.4,2.2,3.6,0.5,1.7,1.3,1.7,1.6,3.5,5.1,0.5,0.8,1.3,0.6,1.9,7.2,.506,.607,.296,.755,.586,.554,F,FR,keegan-murray-1
1376,Eric Paschall,7.2,GSW,2,41,2019,Villanova,2016-17,Villanova,36,8,21.7,2.8,5.4,2.3,3.5,0.5,1.9,1.1,1.6,1.4,2.4,3.8,0.6,0.5,0.5,1.2,2.5,7.2,.513,.638,.279,.695,.583,.562,F,SO,eric-paschall-1
1377,Tyshawn Taylor,7.2,POR,2,41,2012,Kansas,2009-10,Kansas,36,25,23.1,2.5,5.6,1.9,4.1,0.5,1.6,1.8,2.4,0.5,1.9,2.4,3.4,1.3,0.2,1.7,2.2,7.2,.438,.476,.339,.716,.531,.485,G,SO,tyshawn-taylor-1
1378,Steven Adams,7.2,OKC,1,12,2013,Pittsburgh,2012-13,Pittsburgh,32,32,23.4,3.1,5.5,3.1,5.5,0.0,0.0,1.0,2.2,2.8,3.5,6.3,0.6,0.7,2.0,1.1,1.6,7.2,.571,.571,,.443,.555,.571,C,FR,steven-adams-1
1379,Khris Middleton,7.2,DET,2,39,2012,Texas A&M,2009-10,Texas A&M,34,22,20.9,2.3,5.6,1.4,2.6,1.0,3.0,1.6,2.1,1.2,2.5,3.7,1.1,0.9,0.3,1.2,2.4,7.2,.416,.523,.324,.750,.546,.503,F,FR,khris-middleton-1
1380,Mfiondu Kabengele,7.2,NJN,1,27,2019,Florida State,2017-18,Florida State,34,0,14.8,2.5,5.1,2.2,4.3,0.3,0.8,1.9,2.9,1.9,2.8,4.6,0.3,0.4,0.9,1.0,2.1,7.2,.491,.510,.385,.657,.557,.520,F,FR,mfiondu-kabengele-1
1381,Tyrone Wallace,7.2,UTA,2,60,2016,California,2012-13,California,33,23,28.2,2.7,7.8,2.0,4.8,0.7,3.0,1.2,2.2,1.2,3.3,4.4,2.6,0.8,0.5,1.7,2.4,7.2,.342,.415,.224,.534,.406,.385,G,FR,tyrone-wallace-1
1382,Chris Duhon,7.2,CHI,2,38,2004,Duke,2000-01,Duke,39,10,27.8,2.4,5.6,1.2,2.4,1.1,3.1,1.3,2.1,1.0,2.2,3.2,4.5,2.0,0.0,1.6,1.7,7.2,.424,.505,.361,.650,.549,.525,G,FR,chris-duhon-1
1383,Robert Archibald,7.2,MEM,2,32,2002,Illinois,2000-01,Illinois,34,2,15.1,2.3,3.9,2.3,3.9,0.0,0.0,2.6,3.6,1.9,2.7,4.5,0.6,0.4,0.8,1.4,3.4,7.2,.588,.588,,.738,.646,.588,C,JR,robert-archibald-1
1384,Mason Plumlee,7.2,NJN,1,22,2013,Duke,2010-11,Duke,37,31,25.9,3.0,5.1,3.0,5.1,0.0,0.1,1.1,2.5,2.6,5.8,8.5,1.5,0.9,1.7,2.0,2.6,7.2,.589,.596,.000,.441,.566,.589,F,SO,mason-plumlee-1
1385,Sam Young,7.2,MEM,2,36,2009,Pittsburgh,2006-07,Pittsburgh,37,2,17.2,2.8,6.1,2.4,4.9,0.4,1.1,1.2,2.1,1.3,1.7,3.0,0.7,0.6,0.5,1.1,1.6,7.2,.458,.492,.310,.597,.507,.487,F,SO,sam-young-1
1386,Sasha Kaun,7.1,OKC,2,56,2008,Kansas,2007-08,Kansas,40,6,17.7,2.7,4.4,2.7,4.4,0.0,0.0,1.7,3.1,1.6,2.3,3.9,0.3,0.4,1.2,0.8,2.4,7.1,.619,.619,,.541,.607,.619,C,SR,sasha-kaun-1
1387,Jordan Walsh,7.1,SAC,2,38,2023,Arkansas,2022-23,Arkansas,36,22,24.4,2.6,6.0,2.1,4.0,0.6,2.0,1.3,1.8,1.2,2.7,3.9,0.9,1.1,0.5,1.0,2.9,7.1,.433,.510,.278,.712,.513,.479,F,FR,jordan-walsh-1
1388,Tony Bradley,7.1,LAL,1,28,2017,North Carolina,2016-17,North Carolina,38,0,14.6,2.7,4.7,2.7,4.7,0.0,0.0,1.7,2.8,2.6,2.6,5.1,0.6,0.3,0.6,0.7,1.8,7.1,.573,.573,,.619,.590,.573,F,FR,tony-bradley-1
1389,David Lee,7.0,NYK,1,30,2005,Florida,2001-02,Florida,31,0,18.0,2.7,4.7,2.7,4.7,0.0,0.0,1.6,2.9,2.1,2.5,4.7,1.0,0.6,0.7,1.7,1.5,7.0,.579,.579,,.549,.579,.579,F,FR,david-lee-1
1390,Johnny Davis,7.0,WAS,1,10,2022,Wisconsin,2020-21,Wisconsin,31,0,24.3,2.8,6.3,2.3,5.1,0.5,1.2,1.0,1.4,1.1,3.0,4.1,1.1,1.1,0.6,1.1,2.1,7.0,.441,.453,.389,.727,.505,.477,G,FR,jonathan-davis-3
1391,James Augustine,7.0,ORL,2,41,2006,Illinois,2002-03,Illinois,32,29,21.8,2.9,5.1,2.8,4.6,0.2,0.4,1.0,1.4,2.0,3.8,5.8,0.8,0.6,0.8,1.4,3.3,7.0,.580,.601,.357,.711,.613,.596,F,FR,james-augustine-1
1392,Pat Connaughton,7.0,NJN,2,41,2015,Notre Dame,2011-12,Notre Dame,34,18,24.1,2.5,5.9,1.3,2.4,1.2,3.5,0.8,1.1,1.0,3.4,4.4,0.9,0.5,0.1,0.7,1.4,7.0,.423,.543,.342,.757,.547,.525,G,FR,pat-connaughton-1
1393,Adreian Payne,7.0,ATL,1,15,2014,Michigan State,2011-12,Michigan State,37,36,17.9,2.6,4.7,2.6,4.6,0.0,0.1,1.7,2.4,1.5,2.7,4.2,0.3,0.7,1.1,1.1,2.3,7.0,.566,.567,.500,.697,.602,.569,C,SO,adreian-payne-1
1394,Royce White,7.0,HOU,1,16,2012,Iowa State,2009-10,Minnesota,1,,17.0,3.0,5.0,3.0,5.0,0.0,0.0,1.0,2.0,,,4.0,2.0,2.0,2.0,0.0,0.0,7.0,.600,.600,,.500,.588,.600,F,SO,royce-white-1
1395,Ryan Hollins,7.0,CHA,2,50,2006,UCLA,2005-06,UCLA,33,24,21.5,2.5,4.1,2.5,4.1,0.0,0.0,2.0,3.3,2.0,2.8,4.8,0.3,0.2,0.9,1.2,2.5,7.0,.619,.619,,.602,.623,.619,C,SR,ryan-hollins-1
1396,Terry Rozier,7.0,BOS,1,16,2015,Louisville,2013-14,Louisville,37,10,18.9,2.5,6.3,1.5,3.6,1.0,2.6,1.0,1.4,0.8,2.3,3.1,1.8,1.0,0.1,0.6,1.5,7.0,.401,.422,.371,.712,.504,.478,G,FR,terry-rozier-1
1397,Jimmer Fredette,7.0,MIL,1,10,2011,Brigham Young,2007-08,Brigham Young,35,0,18.5,2.4,5.8,1.1,2.2,1.2,3.7,1.0,1.2,0.2,0.8,1.1,1.7,0.8,0.1,1.2,1.3,7.0,.407,.526,.336,.854,.546,.512,G,FR,jimmer-fredette-1
1398,Reggie Jackson,7.0,OKC,1,24,2011,Boston College,2008-09,Boston College,34,0,20.0,2.7,6.1,2.1,4.1,0.5,1.9,1.1,1.6,1.2,2.1,3.3,1.7,0.8,0.4,1.2,1.5,7.0,.440,.518,.273,.685,.509,.483,G,FR,reggie-jackson-1
1399,Rickey Paulding,7.0,DET,2,54,2004,Missouri,2000-01,Missouri,33,8,17.2,2.7,6.5,2.4,4.8,0.4,1.7,1.2,1.7,1.1,1.3,2.4,0.9,0.5,0.2,1.8,1.5,7.0,.421,.494,.214,.679,.478,.449,G,FR,rickey-paulding-1
1400,Renaldo Balkman,6.9,NYK,1,20,2006,South Carolina,2003-04,South Carolina,33,8,18.2,2.8,4.9,2.6,4.2,0.2,0.7,1.2,2.4,2.4,2.2,4.6,1.4,1.0,1.3,1.8,2.2,6.9,.558,.612,.250,.519,.571,.577,F,FR,renaldo-balkman-1
