Rk,Player,PTS/G,Draft Team,Round,Pick,Draft Year,Draft College,Season,Team,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Class,-9999
93,James Harden,20.1,OKC,1,3,2009,Arizona State,2008-09,Arizona State,35,35,35.8,6.3,12.9,4.7,8.3,1.7,4.7,5.8,7.7,1.4,4.2,5.6,4.2,1.7,0.3,3.4,2.8,20.1,.489,.564,.356,.756,.607,.553,G,SO,james-harden-1
94,Jalen Wilson,20.1,NJN,2,51,2023,Kansas,2022-23,Kansas,36,36,35.4,6.9,16.0,4.9,10.2,1.9,5.8,4.4,5.5,1.6,6.7,8.3,2.2,0.9,0.5,2.3,2.1,20.1,.430,.482,.337,.799,.540,.490,F,JR,jalen-wilson-1
95,Jamal Murray,20.0,DEN,1,7,2016,Kentucky,2015-16,Kentucky,36,36,35.2,6.8,14.9,3.6,7.3,3.1,7.7,3.3,4.2,1.5,3.7,5.2,2.2,1.0,0.3,2.3,2.1,20.0,.454,.502,.408,.783,.590,.559,G,FR,jamal-murray-1
96,Brian Cook,20.0,LAL,1,24,2003,Illinois,2002-03,Illinois,30,30,31.3,6.7,14.1,5.8,11.1,0.9,3.0,5.6,6.8,1.5,6.1,7.6,2.0,0.7,0.4,2.8,2.9,20.0,.479,.526,.303,.820,.577,.511,F,SR,brian-cook-1
97,Rashad McCants,20.0,MIN,1,14,2005,North Carolina,2003-04,North Carolina,30,29,32.0,7.2,15.0,4.6,8.7,2.6,6.4,3.0,4.0,2.1,2.5,4.6,2.2,1.8,0.7,2.5,2.1,20.0,.479,.531,.408,.748,.590,.565,G,SO,rashad-mccants-1
98,Shane Battier,19.9,MEM,1,6,2001,Duke,2000-01,Duke,39,39,34.9,6.4,13.7,3.3,6.1,3.2,7.6,3.9,4.9,2.4,4.9,7.3,1.8,2.1,2.3,1.5,2.1,19.9,.471,.536,.419,.796,.624,.587,F,SR,shane-battier-1
99,Alando Tucker,19.9,PHO,1,29,2007,Wisconsin,2006-07,Wisconsin,36,36,32.8,7.1,15.1,6.0,11.7,1.1,3.4,4.6,6.9,2.2,3.3,5.4,2.0,0.9,0.3,1.7,1.3,19.9,.470,.512,.325,.659,.540,.506,G,SR,alando-tucker-1
100,John Jenkins,19.9,ATL,1,23,2012,Vanderbilt,2011-12,Vanderbilt,35,35,33.6,6.2,13.1,2.4,4.4,3.8,8.7,3.7,4.4,0.5,2.4,2.9,1.2,0.8,0.3,1.6,1.2,19.9,.474,.542,.439,.837,.656,.620,G,JR,john-jenkins-1
101,Malik Monk,19.8,CHA,1,11,2017,Kentucky,2016-17,Kentucky,38,37,32.1,6.6,14.7,3.9,7.8,2.7,6.9,3.9,4.7,0.3,2.2,2.5,2.3,0.9,0.5,2.0,1.9,19.8,.450,.497,.397,.822,.586,.543,G,FR,malik-monk-1
102,Hakim Warrick,19.8,MEM,1,19,2005,Syracuse,2003-04,Syracuse,31,31,37.3,7.2,14.0,7.2,13.8,0.0,0.2,5.5,8.0,3.2,5.4,8.6,2.6,0.9,1.1,3.1,2.7,19.8,.512,.519,.000,.692,.558,.512,F,JR,hakim-warrick-1
103,Drew Gooden,19.8,MEM,1,4,2002,Kansas,2001-02,Kansas,37,36,30.2,7.7,15.3,7.4,14.3,0.3,1.0,4.2,5.5,3.4,8.0,11.4,2.0,1.8,1.4,2.9,2.5,19.8,.504,.519,.278,.755,.554,.512,F,JR,drew-gooden-1
104,Kareem Rush,19.8,TOR,1,20,2002,Missouri,2001-02,Missouri,36,35,31.9,6.9,16.3,3.8,8.6,3.1,7.6,2.9,3.7,1.3,3.9,5.2,2.5,1.1,0.6,2.9,2.1,19.8,.426,.444,.405,.769,.549,.521,F,JR,kareem-rush-1
105,Keita Bates-Diop,19.8,MIN,2,48,2018,Ohio State,2017-18,Ohio State,34,34,33.1,7.3,15.1,5.3,9.7,1.9,5.4,3.3,4.1,1.5,7.2,8.7,1.6,0.9,1.6,1.8,1.7,19.8,.480,.547,.359,.794,.577,.544,F,JR,keita-bates-diop-1
106,Deshaun Thomas,19.8,SAS,2,58,2013,Ohio State,2012-13,Ohio State,37,37,35.4,7.0,15.8,5.1,10.1,1.9,5.6,3.8,4.6,1.7,4.2,5.9,1.3,0.5,0.3,1.4,1.5,19.8,.444,.500,.344,.834,.551,.506,F,JR,deshaun-thomas-1
107,Johnny Davis,19.7,WAS,1,10,2022,Wisconsin,2021-22,Wisconsin,31,31,34.2,6.8,15.9,5.6,12.0,1.2,3.9,5.0,6.3,1.3,6.9,8.2,2.1,1.2,0.7,2.3,2.0,19.7,.427,.466,.306,.791,.523,.464,G,SO,jonathan-davis-3
108,Jerryd Bayless,19.7,IND,1,11,2008,Arizona,2007-08,Arizona,30,30,35.7,5.8,12.6,3.8,7.8,2.0,4.8,6.2,7.4,0.4,2.3,2.7,4.0,1.0,0.1,3.0,2.2,19.7,.458,.489,.407,.839,.612,.536,G,FR,jerryd-bayless-1
109,Rui Hachimura,19.7,WAS,1,9,2019,Gonzaga,2018-19,Gonzaga,37,37,30.2,7.4,12.6,7.0,11.6,0.4,1.0,4.4,6.0,1.4,5.1,6.5,1.5,0.9,0.7,1.8,2.0,19.7,.591,.606,.417,.739,.639,.608,F,JR,rui-hachimura-1
110,Jameer Nelson,19.7,DEN,1,20,2004,Saint Joseph's,2002-03,Saint Joseph's,30,30,34.9,6.5,14.8,4.3,8.5,2.1,6.3,4.6,6.0,1.3,3.8,5.1,4.7,2.2,0.2,2.9,2.1,19.7,.437,.510,.339,.772,.558,.509,G,JR,jameer-nelson-1
111,Luke Ridnour,19.7,OKC,1,14,2003,Oregon,2002-03,Oregon,33,33,35.4,6.2,14.2,3.7,7.8,2.5,6.4,4.9,5.6,0.6,2.8,3.4,6.6,1.9,0.1,3.9,2.3,19.7,.432,.473,.382,.880,.582,.518,G,JR,luke-ridnour-1
112,R.J. Hunter,19.7,BOS,1,28,2015,Georgia State,2014-15,Georgia State,35,35,37.0,5.8,14.7,3.5,7.2,2.3,7.5,5.8,6.6,0.8,3.9,4.7,3.6,2.1,1.0,2.2,2.4,19.7,.395,.488,.305,.878,.552,.473,G,JR,rj-hunter-1
113,Greivis Vasquez,19.6,MEM,1,28,2010,Maryland,2009-10,Maryland,33,32,33.9,6.7,15.5,4.6,9.7,2.1,5.8,4.2,4.9,1.2,3.5,4.6,6.3,1.7,0.4,3.4,2.1,19.6,.429,.470,.359,.857,.549,.496,G,SR,greivis-vasquez-1
114,Josh Howard,19.5,DAL,1,29,2003,Wake Forest,2002-03,Wake Forest,31,31,32.3,6.6,13.8,4.9,9.2,1.7,4.6,4.7,5.6,3.3,5.0,8.3,1.9,2.1,1.5,2.6,2.9,19.5,.477,.528,.373,.833,.593,.539,F,SR,josh-howard-1
115,Ben Gordon,19.5,CHI,1,3,2004,Connecticut,2002-03,Connecticut,33,33,33.4,6.4,14.4,4.0,8.6,2.4,5.8,4.3,5.4,0.9,3.3,4.2,4.7,1.2,0.2,3.4,2.2,19.5,.443,.460,.419,.808,.576,.527,G,SO,ben-gordon-1
116,Sean Lampley,19.5,CHI,2,45,2001,California,2000-01,California,31,31,34.6,6.7,13.4,6.5,12.4,0.2,1.1,5.8,7.9,1.5,5.7,7.2,3.3,0.9,0.5,3.6,2.5,19.5,.502,.527,.212,.738,.569,.511,F,SR,sean-lampley-1
117,Luke Kennard,19.5,DET,1,12,2017,Duke,2016-17,Duke,37,36,35.5,6.4,13.1,4.0,7.7,2.4,5.4,4.3,5.1,1.2,3.9,5.1,2.5,0.8,0.4,1.6,2.2,19.5,.489,.525,.438,.856,.629,.579,G,SO,luke-kennard-1
118,Derrick Williams,19.5,MIN,1,2,2011,Arizona,2010-11,Arizona,38,38,30.0,5.9,10.0,4.8,8.1,1.1,1.9,6.5,8.7,2.8,5.5,8.3,1.1,1.0,0.7,2.6,2.8,19.5,.595,.601,.568,.746,.690,.650,F,SO,derrick-williams-2
119,Devin Harris,19.5,WAS,1,5,2004,Wisconsin,2003-04,Wisconsin,32,32,36.3,5.9,12.9,3.6,6.6,2.3,6.3,5.3,6.8,0.6,3.7,4.3,4.4,1.8,0.1,2.1,1.9,19.5,.459,.540,.373,.792,.606,.550,G,JR,devin-harris-1
120,John Jenkins,19.5,ATL,1,23,2012,Vanderbilt,2010-11,Vanderbilt,32,32,34.5,5.9,12.8,2.8,5.2,3.1,7.7,4.5,5.0,0.5,2.4,3.0,1.2,0.8,0.3,1.6,1.4,19.5,.462,.542,.408,.894,.640,.584,G,SO,john-jenkins-1
121,Nah'Shon Hyland,19.5,DEN,1,26,2021,VCU,2020-21,VCU,24,24,31.9,6.3,14.2,3.5,6.4,2.9,7.8,3.9,4.5,0.2,4.5,4.7,2.1,1.9,0.2,3.1,2.2,19.5,.447,.539,.371,.862,.596,.549,G,SO,nahshon-hyland-1
122,E.J. Liddell,19.4,NOH,2,41,2022,Ohio State,2021-22,Ohio State,32,32,33.2,6.3,12.9,4.9,9.1,1.4,3.8,5.3,6.9,2.3,5.7,7.9,2.5,0.6,2.6,2.4,2.5,19.4,.490,.540,.374,.765,.598,.546,F,JR,ej-liddell-1
123,Quincy Pondexter,19.3,OKC,1,26,2010,Washington,2009-10,Washington,36,36,32.3,6.8,12.9,6.3,11.5,0.5,1.4,5.2,6.3,3.0,4.4,7.4,1.8,1.3,0.6,1.9,2.5,19.3,.528,.550,.353,.827,.608,.547,F,SR,quincy-pondexter-1
124,Brook Lopez,19.3,NJN,1,10,2008,Stanford,2007-08,Stanford,27,25,30.8,6.8,14.6,6.8,14.3,0.0,0.2,5.7,7.2,2.9,5.3,8.2,1.4,0.6,2.1,2.1,2.4,19.3,.468,.475,.000,.789,.537,.468,F,SO,brook-lopez-1
125,Maurice Ager,19.3,DAL,1,28,2006,Michigan State,2005-06,Michigan State,34,34,34.4,6.6,14.6,4.2,8.1,2.4,6.5,3.6,4.7,0.7,3.4,4.1,2.5,0.7,0.3,2.6,2.4,19.3,.457,.522,.376,.761,.575,.540,G,SR,maurice-ager-1
126,D'Angelo Russell,19.3,LAL,1,2,2015,Ohio State,2014-15,Ohio State,35,34,33.9,6.6,14.7,3.9,8.1,2.7,6.6,3.4,4.5,1.0,4.7,5.7,5.0,1.6,0.3,2.9,2.1,19.3,.449,.479,.411,.756,.573,.541,G,FR,dangelo-russell-1
127,D.J. Augustin Jr,19.2,CHA,1,9,2008,Texas,2007-08,Texas,38,38,37.3,6.4,14.5,4.4,9.4,1.9,5.1,4.6,5.8,0.5,2.4,2.9,5.8,1.2,0.0,2.8,1.6,19.2,.439,.471,.381,.783,.557,.506,G,SO,dj-augustin-1
128,Elfrid Payton,19.2,PHI,1,10,2014,Louisiana–Lafayette,2013-14,Louisiana–Lafayette,35,34,35.9,6.8,13.3,6.4,11.8,0.4,1.5,5.3,8.6,2.3,3.7,6.0,5.9,2.3,0.6,3.6,2.4,19.2,.509,.541,.259,.609,.551,.524,G,JR,elfrid-payton-1
129,David Roddy,19.2,PHI,1,23,2022,Colorado State,2021-22,Colorado State,31,31,32.9,7.2,12.5,5.7,9.2,1.5,3.4,3.4,4.9,1.8,5.7,7.5,2.9,1.2,1.1,2.3,2.3,19.2,.571,.620,.438,.691,.645,.630,G,JR,david-roddy-1
130,Denzel Valentine,19.2,CHI,1,14,2016,Michigan State,2015-16,Michigan State,31,30,33.0,6.6,14.3,3.3,6.8,3.4,7.5,2.6,3.1,0.8,6.7,7.5,7.8,1.0,0.2,2.7,1.7,19.2,.462,.481,.444,.853,.608,.579,G,SR,denzel-valentine-1
131,Sam Young,19.2,MEM,2,36,2009,Pittsburgh,2008-09,Pittsburgh,36,36,31.8,7.3,14.4,5.8,10.4,1.5,4.0,3.2,4.3,1.9,4.3,6.3,1.1,1.0,0.8,2.4,1.7,19.2,.502,.552,.372,.740,.582,.554,F,SR,sam-young-1
132,Jawun Evans,19.2,PHI,2,39,2017,Oklahoma State,2016-17,Oklahoma State,32,32,29.3,6.6,15.1,5.5,12.1,1.1,3.0,4.8,6.0,0.8,2.7,3.4,6.4,1.8,0.1,2.8,2.3,19.2,.438,.452,.379,.812,.535,.475,G,SO,jawun-evans-1
133,Collin Sexton,19.2,CLE,1,8,2018,Alabama,2017-18,Alabama,33,32,29.9,5.9,13.3,4.6,9.3,1.3,4.0,5.9,7.6,1.0,2.7,3.8,3.6,0.8,0.1,2.8,2.5,19.2,.447,.495,.336,.778,.567,.498,G,FR,collin-sexton-1
134,John Collins,19.2,ATL,1,19,2017,Wake Forest,2016-17,Wake Forest,33,33,26.6,7.1,11.4,7.1,11.4,0.0,0.0,5.0,6.7,3.8,6.1,9.8,0.5,0.6,1.6,1.8,3.0,19.2,.622,.624,.000,.745,.658,.622,F,SO,john-collins-1
135,Jabari Parker,19.1,MIL,1,2,2014,Duke,2013-14,Duke,35,35,30.7,6.7,14.3,5.7,11.2,1.1,3.0,4.6,6.1,3.0,5.7,8.7,1.2,1.1,1.2,2.3,2.4,19.1,.473,.504,.358,.748,.558,.511,F,FR,jabari-parker-1
136,C.J. McCollum,19.1,POR,1,10,2013,Lehigh,2009-10,Lehigh,33,31,31.9,6.2,13.4,4.0,8.2,2.2,5.2,4.6,5.7,1.4,3.6,5.0,2.4,1.3,0.2,2.0,1.5,19.1,.459,.483,.421,.810,.593,.541,G,FR,cj-mccollum-1
137,Sam Clancy,19.1,PHI,2,45,2002,Southern California,2001-02,Southern California,32,31,37.6,7.4,14.9,7.3,14.9,0.0,0.1,4.3,6.9,3.1,6.4,9.4,1.7,1.8,1.5,1.7,3.1,19.1,.494,.494,.500,.624,.524,.495,F,SR,sam-clancy-1
138,Jared Dudley,19.0,CHA,1,22,2007,Boston College,2006-07,Boston College,30,30,38.4,6.5,11.6,5.2,8.6,1.3,2.9,4.7,6.4,3.0,5.2,8.3,3.0,1.4,0.3,2.6,2.2,19.0,.562,.602,.443,.743,.652,.618,F,SR,jared-dudley-1
139,Sean Singletary,19.0,SAC,2,42,2008,Virginia,2006-07,Virginia,32,32,33.3,5.3,13.3,2.8,6.9,2.5,6.3,5.9,6.8,1.1,3.5,4.6,4.7,1.2,0.0,3.1,2.5,19.0,.400,.410,.389,.872,.576,.493,G,JR,sean-singletary-1
140,Adam Morrison,19.0,CHA,1,3,2006,Gonzaga,2004-05,Gonzaga,31,29,34.2,7.3,14.6,6.1,10.8,1.2,3.8,3.2,4.3,1.4,4.1,5.5,2.8,0.6,0.5,1.7,1.9,19.0,.498,.564,.311,.758,.570,.539,F,SO,adam-morrison-1
141,Semi Ojeleye,19.0,BOS,2,37,2017,SMU,2016-17,SMU,35,35,34.1,6.0,12.3,3.9,7.4,2.1,4.9,4.9,6.3,2.3,4.6,6.9,1.5,0.4,0.4,1.4,1.8,19.0,.487,.529,.424,.785,.621,.572,F,JR,semi-ojeleye-1
142,Isaiah Canaan,19.0,HOU,2,34,2013,Murray State,2011-12,Murray State,33,33,33.7,5.7,12.1,2.7,5.6,3.0,6.5,4.7,5.6,0.8,2.6,3.5,3.6,1.4,0.1,2.7,1.7,19.0,.468,.481,.456,.837,.642,.590,G,JR,isaiah-canaan-1
143,Kirk Haston,19.0,CHA,1,16,2001,Indiana,2000-01,Indiana,33,28,30.8,7.4,16.7,6.6,14.6,0.8,2.1,3.5,5.0,2.4,6.3,8.7,1.2,1.1,1.2,2.4,2.8,19.0,.440,.449,.377,.687,.496,.464,C,JR,kirk-haston-1
144,Ike Diogu,19.0,GSW,1,9,2005,Arizona State,2002-03,Arizona State,32,32,32.2,6.5,10.8,6.3,10.0,0.3,0.8,5.6,7.7,3.1,4.7,7.8,0.8,0.3,1.0,2.8,2.9,19.0,.608,.625,.375,.735,.659,.621,F,FR,ike-diogu-1
145,Alando Tucker,19.0,PHO,1,29,2007,Wisconsin,2005-06,Wisconsin,31,31,33.4,7.2,15.8,6.6,13.6,0.5,2.2,4.1,7.5,2.4,3.3,5.7,1.7,0.6,0.2,2.0,1.3,19.0,.453,.486,.250,.545,.489,.470,G,JR,alando-tucker-1
146,Ryan Humphrey,18.9,UTA,1,19,2002,Notre Dame,2001-02,Notre Dame,31,31,35.6,7.5,15.2,7.4,15.0,0.1,0.2,3.9,6.6,3.7,7.2,10.9,2.6,1.1,2.8,2.5,2.7,18.9,.489,.489,.500,.598,.516,.493,F,SR,ryan-humphrey-1
147,Tyler Hansbrough,18.9,IND,1,13,2009,North Carolina,2005-06,North Carolina,31,30,30.4,6.4,11.3,6.4,11.1,0.1,0.1,6.0,8.2,3.6,4.3,7.8,1.3,1.2,0.7,2.5,2.8,18.9,.570,.571,.500,.739,.626,.573,F,FR,tyler-hansbrough-1
148,Carl Landry,18.9,OKC,2,31,2007,Purdue,2006-07,Purdue,34,34,30.4,6.4,10.8,6.3,10.2,0.1,0.6,5.9,8.1,3.0,4.4,7.3,1.2,1.2,0.9,3.0,2.9,18.9,.597,.618,.211,.726,.645,.602,F,SR,carl-landry-1
149,Joe Young,18.9,IND,2,43,2015,Oregon,2013-14,Oregon,34,34,31.1,6.1,12.6,3.8,7.2,2.2,5.4,4.6,5.2,0.8,2.1,2.8,1.9,1.3,0.0,1.1,1.4,18.9,.480,.528,.415,.881,.627,.569,G,JR,joseph-young-1
150,Jalen Brunson,18.9,DAL,2,33,2018,Villanova,2017-18,Villanova,40,40,31.8,6.8,13.0,4.6,7.7,2.2,5.3,3.3,4.1,0.3,2.8,3.1,4.6,0.9,0.0,1.8,2.0,18.9,.521,.599,.408,.802,.635,.604,G,JR,jalen-brunson-1
151,Dan Dickau,18.9,SAC,1,28,2002,Gonzaga,2000-01,Gonzaga,24,24,33.7,5.5,11.4,2.6,5.3,3.0,6.2,4.8,5.6,0.5,2.8,3.3,6.3,0.8,0.1,3.7,2.2,18.9,.485,.492,.480,.866,.671,.615,G,JR,dan-dickau-1
152,Delonte West,18.9,BOS,1,24,2004,Saint Joseph's,2003-04,Saint Joseph's,32,32,33.5,6.6,13.0,4.9,8.8,1.8,4.3,3.9,4.3,1.2,4.2,5.4,4.7,1.7,0.2,2.6,1.9,18.9,.510,.557,.412,.892,.627,.577,G,JR,delonte-west-1
153,Ryan Gomes,18.9,BOS,2,50,2005,Providence,2003-04,Providence,29,29,34.8,6.6,13.1,5.6,10.1,1.0,3.0,4.6,5.3,3.8,5.7,9.4,2.3,1.6,0.1,2.6,2.1,18.9,.507,.558,.333,.870,.605,.545,F,JR,ryan-gomes-1
154,Jeff Teague,18.8,ATL,1,19,2009,Wake Forest,2008-09,Wake Forest,31,31,32.0,5.8,12.0,4.4,8.7,1.5,3.3,5.8,7.1,0.5,2.8,3.3,3.5,1.9,0.6,3.4,2.2,18.8,.485,.502,.441,.817,.615,.546,G,SO,jeff-teague-1
155,Danny Granger Jr,18.8,IND,1,17,2005,New Mexico,2004-05,New Mexico,30,30,30.0,6.1,11.6,4.6,8.2,1.5,3.5,5.1,6.8,2.3,6.6,8.9,2.4,2.1,2.0,2.4,2.4,18.8,.524,.563,.433,.755,.634,.589,F,SR,danny-granger-1
156,Brandon Miller,18.8,CHA,1,2,2023,Alabama,2022-23,Alabama,37,37,32.6,6.0,13.9,3.1,6.5,2.9,7.5,3.9,4.6,2.1,6.2,8.2,2.1,0.9,0.9,2.2,2.4,18.8,.430,.483,.384,.859,.583,.533,F,FR,brandon-miller-3
157,Grant Williams,18.8,BOS,1,22,2019,Tennessee,2018-19,Tennessee,37,37,31.9,6.3,11.2,5.9,10.0,0.4,1.2,5.8,7.0,2.2,5.3,7.5,3.2,1.1,1.5,2.2,3.0,18.8,.564,.593,.326,.819,.646,.582,F,JR,grant-williams-1
158,Shelden Williams,18.8,ATL,1,5,2006,Duke,2005-06,Duke,36,36,33.3,6.6,11.4,6.5,11.2,0.1,0.2,5.6,7.5,3.3,7.4,10.7,1.1,1.7,3.8,2.5,3.2,18.8,.578,.582,.333,.744,.629,.580,F,SR,shelden-williams-1
159,Cassius Winston,18.8,OKC,2,53,2020,Michigan State,2018-19,Michigan State,39,39,33.5,6.2,13.5,4.1,8.1,2.2,5.4,4.2,5.0,0.3,2.7,3.0,7.5,1.0,0.1,2.9,1.9,18.8,.460,.502,.398,.840,.591,.540,G,JR,cassius-winston-1
160,Frank Kaminsky,18.8,CHA,1,9,2015,Wisconsin,2014-15,Wisconsin,39,39,33.6,6.8,12.5,5.8,9.9,1.1,2.6,4.0,5.1,1.5,6.7,8.2,2.6,0.8,1.5,1.6,1.7,18.8,.547,.581,.416,.780,.628,.590,C,SR,frank-kaminsky-1
161,Ochai Agbaji,18.8,CLE,1,14,2022,Kansas,2021-22,Kansas,39,39,35.1,6.6,13.9,4.0,7.4,2.6,6.5,2.9,3.9,0.8,4.2,5.1,1.6,0.9,0.6,2.1,1.7,18.8,.475,.534,.407,.743,.595,.570,G,SR,ochai-agbaji-1
162,Kirk Snyder,18.8,UTA,1,16,2004,Nevada,2003-04,Nevada,34,33,31.7,6.1,14.3,4.6,9.7,1.6,4.6,4.9,6.7,1.9,3.8,5.7,3.4,1.0,0.6,3.5,2.1,18.8,.431,.470,.348,.731,.538,.487,G,JR,kirk-snyder-1
163,Marial Shayok,18.7,PHI,2,54,2019,Iowa State,2018-19,Iowa State,34,34,32.9,6.7,13.6,4.6,8.2,2.1,5.4,3.2,3.6,1.4,3.5,4.9,2.0,0.9,0.2,2.7,2.1,18.7,.496,.568,.386,.878,.612,.573,G,SR,marial-shayok-1
164,Mike Muscala,18.7,DAL,2,44,2013,Bucknell,2012-13,Bucknell,34,34,31.7,6.7,13.1,6.6,12.6,0.1,0.5,5.3,6.7,2.9,8.2,11.1,2.3,0.5,2.4,1.7,2.2,18.7,.509,.519,.250,.789,.575,.513,F,SR,mike-muscala-1
165,James Bouknight,18.7,CHA,1,11,2021,Connecticut,2020-21,Connecticut,15,14,31.7,6.5,14.6,5.1,9.6,1.5,5.0,4.2,5.4,1.5,4.1,5.7,1.8,1.1,0.3,2.8,1.9,18.7,.447,.528,.293,.778,.546,.498,G,SO,james-bouknight-1
166,Andre Emmett,18.7,OKC,2,35,2004,Texas Tech,2001-02,Texas Tech,32,31,32.8,7.6,14.6,7.3,13.7,0.3,0.9,3.3,4.9,2.4,4.2,6.6,1.5,1.3,0.4,1.9,1.5,18.7,.519,.532,.321,.675,.554,.529,G,SO,andre-emmett-1
167,Jordan McRae,18.7,SAS,2,58,2014,Tennessee,2013-14,Tennessee,37,37,32.2,6.0,13.8,3.9,7.8,2.1,6.1,4.5,5.7,0.7,2.8,3.5,2.5,0.7,1.0,2.1,2.1,18.7,.436,.502,.351,.788,.565,.513,G,SR,jordan-mcrae-1
168,Russ Smith,18.7,PHI,2,47,2014,Louisville,2012-13,Louisville,40,37,30.3,5.8,14.0,4.3,9.3,1.6,4.7,5.6,6.9,1.0,2.3,3.3,2.9,2.1,0.1,2.7,2.6,18.7,.414,.458,.328,.804,.541,.470,G,JR,russ-smith-1
169,Josh Hart,18.7,UTA,1,30,2017,Villanova,2016-17,Villanova,36,35,33.1,6.6,12.9,4.5,7.8,2.1,5.1,3.5,4.7,1.4,5.0,6.4,2.9,1.6,0.3,2.0,2.3,18.7,.510,.579,.404,.747,.619,.590,G,SR,josh-hart-1
170,Rodney White,18.7,DET,1,9,2001,Charlotte,2000-01,Charlotte,28,26,30.9,6.7,13.8,5.5,10.4,1.2,3.4,4.1,5.7,1.8,4.7,6.5,1.5,1.2,0.7,2.9,2.6,18.7,.487,.533,.347,.713,.566,.530,F,FR,rodney-white-1
171,Trey Burke,18.6,MIN,1,9,2013,Michigan,2012-13,Michigan,39,39,35.3,6.6,14.4,4.7,9.3,1.9,5.1,3.4,4.3,0.5,2.6,3.2,6.7,1.6,0.5,2.2,1.9,18.6,.463,.506,.384,.801,.569,.530,G,SO,trey-burke-1
172,Jordan Hamilton,18.6,DAL,1,26,2011,Texas,2010-11,Texas,36,36,32.2,6.8,15.3,4.3,8.8,2.5,6.5,2.6,3.4,2.0,5.7,7.7,2.1,0.9,0.6,2.1,1.8,18.6,.440,.481,.385,.779,.550,.522,G,SO,jordan-hamilton-2
173,Corey Kispert,18.6,WAS,1,15,2021,Gonzaga,2020-21,Gonzaga,32,32,31.8,6.5,12.3,3.7,5.9,2.8,6.5,2.7,3.1,0.9,4.0,5.0,1.8,0.9,0.4,1.3,1.7,18.6,.529,.628,.440,.878,.674,.644,F,SR,corey-kispert-1
174,Glen Davis,18.6,OKC,2,35,2007,Louisiana State,2005-06,Louisiana State,36,36,31.8,6.9,14.0,6.8,13.4,0.2,0.6,4.5,6.7,4.0,5.7,9.7,1.4,1.3,1.1,2.7,2.5,18.6,.495,.506,.261,.676,.540,.501,F,SO,glen-davis-1
175,Grant Riller,18.6,CHA,2,56,2020,College of Charleston,2017-18,College of Charleston,33,32,33.6,7.0,12.8,5.3,8.5,1.7,4.3,2.9,4.0,0.4,2.4,2.8,2.0,1.3,0.4,1.9,2.1,18.6,.545,.621,.394,.729,.632,.611,G,SO,grant-riller-1
176,Fred Jones,18.6,IND,1,14,2002,Oregon,2001-02,Oregon,35,33,31.5,6.1,11.8,4.7,7.9,1.5,3.9,4.8,5.5,1.9,3.5,5.4,3.2,1.8,0.5,2.3,2.7,18.6,.521,.594,.372,.871,.643,.582,G,SR,fred-jones-1
177,Jarvis Hayes,18.6,WAS,1,10,2003,Georgia,2001-02,Georgia,29,29,33.8,7.3,16.2,5.6,11.0,1.7,5.2,2.2,2.9,1.2,4.0,5.2,1.6,1.2,0.5,2.1,1.8,18.6,.451,.509,.327,.765,.527,.503,F,SO,jarvis-hayes-1
178,Carsen Edwards,18.5,PHI,2,33,2019,Purdue,2017-18,Purdue,37,37,29.5,6.2,13.5,3.6,7.1,2.6,6.5,3.5,4.3,0.4,3.5,3.8,2.8,1.1,0.2,1.7,1.8,18.5,.458,.506,.406,.824,.596,.555,G,SO,carsen-edwards-1
179,Ben Gordon,18.5,CHI,1,3,2004,Connecticut,2003-04,Connecticut,39,39,34.5,6.1,14.1,3.5,8.0,2.7,6.2,3.6,4.4,0.9,3.8,4.7,4.5,1.4,0.2,2.8,2.3,18.5,.434,.434,.433,.829,.572,.528,G,JR,ben-gordon-1
180,Jarrett Culver,18.5,PHO,1,6,2019,Texas Tech,2018-19,Texas Tech,38,38,32.5,6.7,14.5,5.4,10.3,1.3,4.2,3.9,5.5,1.4,5.0,6.4,3.7,1.5,0.6,2.7,1.9,18.5,.461,.526,.304,.707,.542,.505,G,SO,jarrett-culver-1
181,Quinndary Weatherspoon,18.5,SAS,2,49,2019,Mississippi State,2018-19,Mississippi State,34,34,34.0,6.3,12.3,4.6,8.2,1.6,4.1,4.4,5.4,1.3,3.4,4.7,2.8,1.7,0.3,2.9,2.1,18.5,.508,.564,.396,.809,.622,.574,G,SR,quinndary-weatherspoon-1
182,Nick Collison,18.5,OKC,1,12,2003,Kansas,2002-03,Kansas,38,38,32.4,7.4,13.3,7.1,12.3,0.3,1.0,3.3,5.3,3.3,6.7,10.0,2.2,1.2,1.9,2.4,2.5,18.5,.554,.571,.342,.635,.583,.567,F,SR,nick-collison-1
183,Andrew Nicholson,18.5,ORL,1,19,2012,St. Bonaventure,2011-12,St. Bonaventure,32,32,30.1,6.9,12.0,6.2,10.4,0.7,1.7,4.0,5.2,2.6,5.8,8.4,1.0,0.7,2.0,2.5,2.8,18.5,.571,.593,.434,.776,.638,.601,F,SR,andrew-nicholson-1
184,Caleb Swanigan,18.5,POR,1,26,2017,Purdue,2016-17,Purdue,35,35,32.5,6.3,12.0,5.3,9.6,1.1,2.4,4.7,6.0,2.7,9.7,12.5,3.1,0.4,0.8,3.4,2.8,18.5,.527,.548,.447,.781,.620,.572,F,SO,caleb-swanigan-1
