Rk,Season,Team,W,G,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,MOV,SOS,SRS,Pace,ORtg,DRtg,TOV%,ORB%,DRB%,FTr
1011,1982-83,CHI,28,82,54,0.341,19905,3537,7373,3492,7164,45,209,1983,2690,1267,2527,3794,2086,666,400,1743,2192,9102,0.48,0.487,0.215,0.737,0.532,0.483,-4.89,0.48,-4.41,106.1,103.4,108,16.9,34,67.9,0.365
1012,1981-82,DAL,28,82,54,0.341,19730,3390,7224,3335,7034,55,190,1740,2366,1213,2228,3441,2117,566,313,1317,2193,8575,0.469,0.474,0.289,0.735,0.519,0.473,-4.43,-0.06,-4.48,98.5,105.9,110.4,13.7,33.9,66.8,0.328
1013,1980-81,CLE,28,82,54,0.341,19780,3556,7609,3484,7360,72,249,1486,1909,1258,2243,3501,2007,632,322,1396,1995,8670,0.467,0.473,0.289,0.778,0.513,0.472,-4.85,0.7,-4.15,100.8,104.3,109.1,14.2,33.5,66,0.251
1014,1980-81,UTA,28,82,54,0.341,19730,3332,6825,3290,6662,42,163,1595,2080,962,2325,3287,1948,637,386,1423,2110,8301,0.488,0.494,0.258,0.767,0.536,0.491,-5.89,-0.1,-5.99,97.7,103.4,109.4,15.5,28.3,66.8,0.305
1015,2023-24,MEM,27,82,55,0.329,19780,3145,7230,2074,4133,1071,3097,1316,1722,896,2598,3494,2025,673,501,1236,1563,8677,0.435,0.502,0.346,0.764,0.543,0.509,-7,0.43,-6.57,98.2,107.2,114.3,13.4,23.8,74.8,0.238
1016,2022-23,CHO,27,82,55,0.329,19830,3385,7413,2504,4744,881,2669,1447,1933,901,2751,3652,2062,634,425,1164,1661,9098,0.457,0.528,0.33,0.749,0.55,0.516,-6.24,0.35,-5.89,100.8,109.2,115.3,12.3,23.8,75.5,0.261
1017,2021-22,POR,27,82,55,0.329,19730,3161,7144,2118,4127,1043,3017,1346,1771,854,2661,3515,1880,657,366,1187,1728,8711,0.442,0.513,0.346,0.76,0.55,0.515,-8.88,0.33,-8.55,98.3,107.8,116.9,13,22.9,76.9,0.248
1018,2020-21,TOR,27,72,45,0.375,17305,2859,6383,1818,3552,1041,2831,1252,1536,680,2314,2994,1735,618,389,952,1526,8011,0.448,0.512,0.368,0.815,0.567,0.529,-0.47,-0.07,-0.54,99.2,112,112.5,11.9,20.8,76.3,0.241
1019,2017-18,CHI,27,82,55,0.329,19855,3170,7285,2264,4736,906,2549,1194,1574,790,2873,3663,1923,626,289,1147,1571,8440,0.435,0.478,0.355,0.759,0.529,0.497,-7.04,0.2,-6.84,98.3,103.8,110.9,12.6,20.6,80.6,0.216
1020,2017-18,SAC,27,82,55,0.329,19755,3179,7063,2441,5096,738,1967,1008,1371,777,2578,3355,1768,643,340,1125,1639,8104,0.45,0.479,0.375,0.735,0.529,0.502,-6.99,0.39,-6.6,94.9,103.7,111.1,12.8,21.5,77.6,0.194
1021,2013-14,LAL,27,82,55,0.329,19705,3139,6980,2365,4948,774,2032,1390,1835,745,2620,3365,2006,611,446,1239,1627,8442,0.45,0.478,0.381,0.757,0.542,0.505,-6.29,0.96,-5.33,98.7,104.2,110.6,13.7,20.2,71,0.263
1022,2012-13,NOH,27,82,55,0.329,19780,2955,6589,2420,5115,535,1474,1269,1636,988,2426,3414,1721,520,440,1193,1673,7714,0.448,0.473,0.363,0.776,0.528,0.489,-3.87,0.75,-3.12,88.5,105.7,110.1,14,29.2,74.4,0.248
1023,2009-10,DET,27,82,55,0.329,19780,2940,6602,2566,5412,374,1190,1455,1998,1053,2242,3295,1591,596,313,1100,1822,7709,0.445,0.474,0.314,0.728,0.515,0.474,-5.11,0.09,-5.02,88.5,105.6,111.4,12.8,30.3,73.4,0.303
1024,2009-10,PHI,27,82,55,0.329,19805,3087,6706,2613,5325,474,1381,1366,1808,941,2421,3362,1723,667,439,1192,1677,8014,0.46,0.491,0.343,0.756,0.534,0.496,-3.9,-0.03,-3.93,91.6,106.1,110.3,13.7,27.6,73.2,0.27
1025,2005-06,TOR,27,82,55,0.329,19955,3013,6639,2405,5019,608,1620,1653,2089,864,2291,3155,1593,529,272,1071,1965,8287,0.454,0.479,0.375,0.791,0.548,0.5,-2.99,-0.04,-3.03,91.1,109.5,112.7,12.4,25.4,73.3,0.315
1026,2004-05,POR,27,82,55,0.329,19730,2896,6422,2476,5261,420,1161,1409,1944,970,2404,3374,1722,583,544,1308,1703,7621,0.451,0.471,0.362,0.725,0.524,0.484,-4,0.55,-3.45,89.8,103.2,107.7,15.2,29.6,67.7,0.303
1027,2002-03,LAC,27,82,55,0.329,19755,2835,6490,2445,5312,390,1178,1633,2177,1008,2462,3470,1605,574,461,1291,1784,7693,0.437,0.46,0.331,0.75,0.516,0.467,-4.12,0.68,-3.45,91.3,102.3,106.8,14.8,29.1,70.2,0.335
1028,2001-02,DEN,27,82,55,0.329,19805,2915,6870,2492,5585,423,1285,1306,1756,1117,2310,3427,1817,613,462,1205,1873,7559,0.424,0.446,0.329,0.744,0.495,0.455,-5.82,0.63,-5.19,90.4,101.4,107.8,13.6,30.6,69.9,0.256
1029,1998-99,NYK,27,50,23,0.54,12100,1610,3704,1402,3115,208,589,892,1218,551,1510,2061,963,395,262,804,1140,4320,0.435,0.45,0.353,0.732,0.509,0.463,1.02,0.43,1.45,86.9,98.6,97.5,15.9,27.9,71,0.329
1030,1998-99,PHO,27,50,23,0.54,12050,1797,4004,1536,3302,261,702,924,1215,598,1418,2016,1249,444,200,681,1022,4779,0.449,0.465,0.372,0.76,0.526,0.481,2.26,-0.11,2.15,90,105.8,103.3,13,28.4,69.8,0.303
1031,1998-99,SAC,27,50,23,0.54,12200,1918,4307,1628,3364,290,943,883,1293,706,1573,2279,1129,444,232,842,1016,5009,0.445,0.484,0.308,0.683,0.514,0.479,-0.42,-0.47,-0.89,96,102.7,103.1,14.7,30.6,67.7,0.3
1032,1997-98,SAC,27,82,55,0.329,19730,2957,6684,2674,5878,283,806,1440,2096,1094,2304,3398,1836,596,420,1271,1810,7637,0.442,0.455,0.351,0.687,0.502,0.464,-5.59,-0.25,-5.83,92.1,100.8,106.9,14.3,30.2,66.6,0.314
1033,1993-94,LAC,27,82,55,0.329,19780,3343,7163,3091,6332,252,831,1509,2128,1120,2410,3530,2169,807,421,1474,1769,8447,0.467,0.488,0.303,0.709,0.521,0.484,-5.72,0.44,-5.28,99.6,102.9,108.6,15.4,30.4,64.1,0.297
1034,1988-89,SAC,27,82,55,0.329,19780,3362,7351,3055,6527,307,824,1620,2104,1141,2454,3595,1970,624,409,1370,1877,8651,0.457,0.468,0.373,0.77,0.523,0.478,-5.55,0.2,-5.35,100.5,104.5,110,14.2,30.5,67.7,0.286
1035,1983-84,CHI,27,82,55,0.329,19980,3305,6972,3285,6855,20,117,1871,2508,1141,2300,3441,2095,687,454,1578,2196,8501,0.474,0.479,0.171,0.746,0.526,0.475,-5.18,0.5,-4.69,99.8,102.4,107.5,16.3,32.3,67.2,0.36
1036,2016-17,LAL,26,82,56,0.317,19705,3224,7164,2494,5054,730,2110,1397,1853,933,2636,3569,1716,674,320,1243,1698,8575,0.45,0.493,0.346,0.754,0.537,0.501,-6.88,0.58,-6.29,98.5,106,113,13.5,25,75.8,0.259
1037,2011-12,MIN,26,66,40,0.394,15940,2355,5434,1882,4011,473,1423,1281,1662,797,2089,2886,1290,436,293,1001,1212,6464,0.433,0.469,0.332,0.771,0.524,0.477,-2.2,0.37,-1.83,93.3,104.3,106.6,14,27.5,73,0.306
1038,2009-10,GSW,26,82,56,0.317,19730,3329,7094,2696,5407,633,1687,1631,2085,753,2397,3150,1839,761,340,1204,1886,8922,0.469,0.499,0.375,0.782,0.557,0.514,-3.6,0.32,-3.28,100.4,108.1,111.7,13.1,20.9,68.5,0.294
1039,2009-10,WAS,26,82,56,0.317,19830,3008,6700,2576,5475,432,1225,1444,1895,966,2458,3424,1557,493,421,1219,1752,7892,0.449,0.471,0.353,0.762,0.524,0.481,-4.78,0.06,-4.72,91.6,104.2,109.4,13.9,27.6,72.4,0.283
1040,2007-08,MIL,26,82,56,0.317,19855,3026,6745,2574,5432,452,1313,1452,1980,1055,2363,3418,1760,544,361,1210,1748,7956,0.449,0.474,0.344,0.733,0.522,0.482,-6.89,-0.03,-6.92,91.3,105.3,112.8,13.7,30,73,0.294
1041,2005-06,ATL,26,82,56,0.317,19880,2946,6496,2522,5342,424,1154,1656,2207,1069,2232,3301,1625,587,394,1284,2054,7972,0.454,0.472,0.367,0.75,0.534,0.486,-4.76,0.07,-4.69,90.4,106.4,111.6,14.7,31.4,69.5,0.34
1042,2005-06,CHA,26,82,56,0.317,19905,2961,6843,2533,5582,428,1261,1593,2186,990,2270,3260,1717,822,354,1167,1960,7943,0.433,0.454,0.339,0.729,0.509,0.464,-4,0.1,-3.9,93.4,102.5,106.7,13,27.1,70.7,0.319
1043,2004-05,UTA,26,82,56,0.317,19780,2828,6301,2578,5539,250,762,1719,2272,1047,2243,3290,1826,541,374,1292,2189,7625,0.449,0.465,0.328,0.757,0.522,0.469,-4.27,0.53,-3.74,88.4,104.7,109.5,15,31.9,72.3,0.361
1044,2000-01,NJN,26,82,56,0.317,19730,2781,6550,2420,5466,361,1084,1629,2146,909,2337,3246,1603,649,407,1208,1982,7552,0.425,0.443,0.333,0.759,0.504,0.452,-5.05,-0.25,-5.3,91.8,100,105.5,13.9,25.7,70,0.328
1045,1998-99,CHH,26,50,24,0.52,12150,1671,3718,1403,2983,268,735,1034,1384,480,1493,1973,1110,443,247,796,1101,4644,0.449,0.47,0.365,0.747,0.537,0.485,-0.1,0.73,0.63,89.7,102.3,102.4,15.5,24.4,69.5,0.372
1046,1996-97,NJN,26,82,56,0.317,19780,2994,7091,2510,5720,484,1371,1502,2031,1410,2376,3786,1726,677,481,1290,1865,7974,0.422,0.439,0.353,0.74,0.499,0.456,-4.56,0.67,-3.89,92.4,104.7,109.7,13.9,36.4,69,0.286
1047,1995-96,DAL,26,82,56,0.317,19930,3124,7431,2389,5392,735,2039,1426,1975,1408,2379,3787,1913,642,342,1270,1836,8409,0.42,0.443,0.36,0.722,0.507,0.47,-4.9,0.19,-4.71,95.4,106.1,111.2,13.3,34.1,68.6,0.266
1048,1995-96,MIN,26,82,56,0.317,19780,2974,6481,2695,5624,279,857,1797,2314,985,2271,3256,1867,650,481,1426,1994,8024,0.459,0.479,0.326,0.777,0.535,0.48,-5.35,0.22,-5.14,93.5,104.1,109.8,16,29.8,68.7,0.357
1049,1994-95,GSW,26,82,56,0.317,19905,3217,6873,2671,5271,546,1602,1687,2395,1101,2371,3472,2017,649,391,1497,1804,8667,0.468,0.507,0.341,0.704,0.547,0.508,-5.41,0.51,-4.9,97.9,106.7,112.2,15.9,30.3,66.5,0.348
1050,1992-93,PHI,26,82,56,0.317,19930,3225,7075,2895,6134,330,941,1776,2259,1031,2431,3462,2038,672,566,1362,1604,8556,0.456,0.472,0.351,0.786,0.53,0.479,-5.77,0.51,-5.25,98.5,104.6,110.4,14.4,28.1,65.9,0.319
1051,1990-91,CHH,26,82,56,0.317,19805,3286,7033,3155,6616,131,417,1725,2214,1027,2200,3227,2019,759,304,1290,1946,8428,0.467,0.477,0.314,0.779,0.526,0.477,-5.24,0.3,-4.95,97.3,105,110.4,13.9,29,65.7,0.315
1052,1990-91,NJN,26,82,56,0.317,19830,3311,7459,3150,6873,161,586,1658,2245,1400,2348,3748,1782,748,600,1423,1954,8441,0.444,0.458,0.275,0.739,0.5,0.455,-4.51,-0.02,-4.53,99.3,102.9,107.4,14.4,35.7,64.6,0.301
1053,1988-89,NJN,26,82,56,0.317,19805,3333,7226,3146,6658,187,568,1653,2260,1204,2419,3623,1793,773,431,1449,1966,8506,0.461,0.473,0.329,0.731,0.517,0.474,-6.35,0.66,-5.69,100.1,103,109.3,15,32.7,70.1,0.313
1054,1985-86,IND,26,82,56,0.317,19755,3441,7150,3418,7007,23,143,1614,2183,1138,2613,3751,2159,659,381,1515,2135,8519,0.481,0.488,0.161,0.739,0.525,0.483,-3.33,0.67,-2.66,100.9,102.6,105.9,15.7,31.5,71.3,0.305
1055,1983-84,IND,26,82,56,0.317,19780,3447,7130,3399,6923,48,207,1624,2119,1002,2398,3400,2169,834,398,1525,2061,8566,0.483,0.491,0.232,0.766,0.531,0.487,-4.82,0.57,-4.25,102.1,101.8,106.5,15.9,28.1,66.8,0.297
1056,2023-24,TOR,25,82,57,0.305,19805,3466,7356,2524,4644,942,2712,1339,1772,891,2607,3498,2335,634,388,1147,1509,9213,0.471,0.543,0.347,0.756,0.566,0.535,-6.44,-0.01,-6.45,99.4,112.3,118.8,12.4,24.2,73.9,0.241
1057,2021-22,IND,25,82,57,0.305,19880,3398,7338,2401,4439,997,2899,1347,1754,925,2671,3596,2081,582,457,1183,1675,9140,0.463,0.541,0.344,0.768,0.564,0.531,-3.48,0.22,-3.26,98,112.6,116.1,12.7,25.5,76.2,0.239
1058,2019-20,WAS,25,72,47,0.347,17355,2990,6544,2126,4199,864,2345,1394,1770,732,2295,3027,1801,574,309,1020,1634,8238,0.457,0.506,0.368,0.788,0.562,0.523,-4.67,-0.57,-5.24,102.7,110.9,115.5,12.2,22.2,75.3,0.27
1059,2017-18,ORL,25,82,57,0.305,19730,3182,7042,2338,4637,844,2405,1271,1678,722,2692,3414,1921,622,400,1192,1579,8479,0.452,0.504,0.351,0.757,0.545,0.512,-4.82,-0.1,-4.92,98.1,105.2,110.1,13.3,20,75.6,0.238
1060,2014-15,ORL,25,82,57,0.305,19755,3076,6792,2522,5194,554,1598,1141,1565,822,2607,3429,1692,647,314,1221,1714,7847,0.453,0.486,0.347,0.729,0.524,0.494,-5.72,-0.15,-5.87,93.8,101.6,107.7,14,23.1,76,0.23
1061,2013-14,BOS,25,82,57,0.305,19730,2996,6883,2421,5154,575,1729,1325,1706,980,2505,3485,1726,584,343,1261,1743,7892,0.435,0.47,0.333,0.777,0.517,0.477,-4.46,-0.51,-4.97,93.3,102.9,107.7,14.2,27.4,74.2,0.248
1062,2013-14,UTA,25,82,57,0.305,19780,2951,6652,2408,5075,543,1577,1346,1803,904,2477,3381,1664,570,366,1200,1699,7791,0.444,0.474,0.344,0.747,0.523,0.484,-7.17,0.91,-6.27,91.4,103.5,111.3,13.9,25.5,74.5,0.271
1063,2012-13,PHO,25,82,57,0.305,19805,3061,6917,2581,5462,480,1455,1203,1618,959,2454,3413,1855,659,434,1278,1688,7805,0.443,0.473,0.33,0.744,0.512,0.477,-6.46,0.71,-5.75,93.4,101.2,108.1,14.3,27,71.9,0.234
1064,2011-12,DET,25,66,41,0.379,15965,2291,5232,1974,4316,317,916,1098,1461,775,1882,2657,1232,460,278,1033,1293,5997,0.438,0.457,0.346,0.752,0.51,0.468,-4.79,-0.4,-5.19,89.2,101,106.3,15,28.1,72.8,0.279
1065,2009-10,SAC,25,82,57,0.305,19880,3144,6895,2662,5512,482,1383,1430,1969,977,2518,3495,1679,564,366,1226,1827,8200,0.456,0.483,0.349,0.726,0.528,0.491,-4.37,0.3,-4.06,94,105.3,109.9,13.6,27.8,73.5,0.286
1066,2003-04,WAS,25,82,57,0.305,19830,2758,6556,2325,5287,433,1269,1579,2211,1115,2392,3507,1537,733,406,1439,1712,7528,0.421,0.44,0.341,0.714,0.5,0.454,-5.63,-0.48,-6.12,92.2,98.8,104.8,16,30.7,69.5,0.337
1067,2002-03,MIA,25,82,57,0.305,19830,2688,6517,2340,5417,348,1100,1292,1689,948,2464,3412,1501,592,324,1167,1856,7016,0.412,0.432,0.316,0.765,0.483,0.439,-5.05,-0.08,-5.13,87.8,96.7,102.4,13.8,26.8,73.9,0.259
1068,2000-01,ATL,25,82,57,0.305,19730,2876,6668,2543,5735,333,933,1374,1811,1028,2490,3518,1559,634,387,1368,1863,7459,0.431,0.443,0.357,0.759,0.5,0.456,-5.21,-0.34,-5.55,91.9,98.7,104.3,15.5,28.9,70.8,0.272
1069,1998-99,MIN,25,50,25,0.5,12025,1838,4327,1716,3917,122,410,849,1143,754,1392,2146,1218,426,272,641,1185,4647,0.425,0.438,0.298,0.743,0.481,0.439,0.38,-0.55,-0.17,91,101.9,101.5,11.7,32.5,70.2,0.264
1070,1998-99,SEA,25,50,25,0.5,12100,1756,3976,1447,3077,309,899,922,1354,676,1422,2098,1087,393,201,765,1047,4743,0.442,0.47,0.344,0.681,0.519,0.481,-1.08,-0.35,-1.43,89.6,105,106.2,14.3,31.9,68.6,0.341
1071,1995-96,MIL,25,82,57,0.305,19730,3034,6490,2677,5434,357,1056,1412,1914,973,2164,3137,1755,582,307,1295,1943,7837,0.467,0.493,0.338,0.738,0.534,0.495,-5.3,0.38,-4.92,90.2,105.6,111.5,15,29.7,68.4,0.295
1072,1993-94,PHI,25,82,57,0.305,19805,3103,6819,2785,5877,318,942,1509,2112,1012,2394,3406,1827,663,525,1368,1488,8033,0.455,0.474,0.338,0.714,0.518,0.478,-7.62,0.25,-7.37,95.7,101.7,109.7,15,28,66.6,0.31
1073,1992-93,SAC,25,82,57,0.305,19780,3360,7264,3098,6476,262,788,1865,2447,1137,2281,3418,2075,768,348,1364,2085,8847,0.463,0.478,0.332,0.762,0.53,0.481,-3.17,0.17,-3,100.8,106.5,109.6,14.1,30.7,66.7,0.337
1074,1991-92,WSB,25,82,57,0.305,19855,3364,7301,3218,6764,146,537,1521,1956,1069,2345,3414,2011,713,422,1254,1852,8395,0.461,0.476,0.272,0.778,0.514,0.471,-4.46,0.11,-4.35,97.7,103.9,108.4,13.3,28.9,66.2,0.268
1075,1990-91,SAC,25,82,57,0.305,19705,3086,6818,2870,6240,216,578,1540,2105,1027,2218,3245,1991,631,513,1272,2075,7928,0.453,0.46,0.374,0.732,0.512,0.468,-6.78,0.51,-6.27,94.7,102,109.1,14.1,28.8,65.6,0.309
1076,1982-83,SDC,25,82,57,0.305,19830,3625,7634,3561,7372,64,262,1589,2195,1394,2108,3502,2087,820,408,1600,2284,8903,0.475,0.483,0.244,0.724,0.518,0.479,-4.83,0.22,-4.61,103,104.7,109.3,15.7,37.1,65.8,0.288
1077,1981-82,UTA,25,82,57,0.305,19780,3679,7446,3657,7349,22,97,1714,2282,1147,2362,3509,1895,700,357,1435,2196,9094,0.494,0.498,0.227,0.751,0.538,0.496,-5.66,0.03,-5.63,103.9,106.2,111.7,14.5,30.6,65.3,0.306
1078,2021-22,OKC,24,82,58,0.293,19805,3141,7310,2150,4244,991,3066,1233,1632,854,2887,3741,1822,622,380,1145,1497,8506,0.43,0.507,0.323,0.756,0.53,0.497,-8.1,0.2,-7.9,98.5,104.6,112.8,12.5,21.8,76.1,0.223
1079,2017-18,ATL,24,82,58,0.293,19705,3130,7015,2213,4471,917,2544,1298,1654,743,2693,3436,1946,638,348,1276,1606,8475,0.446,0.495,0.36,0.785,0.547,0.512,-5.45,0.15,-5.3,98.3,105,110.6,14.1,21.1,76.2,0.236
1080,2017-18,DAL,24,82,58,0.293,19805,3128,7042,2161,4354,967,2688,1167,1530,666,2717,3383,1858,578,310,1008,1578,8390,0.444,0.496,0.36,0.763,0.544,0.513,-3.04,0.34,-2.7,95.6,106.3,109.5,11.6,18,78.9,0.217
1081,2016-17,PHO,24,82,58,0.293,19830,3270,7260,2655,5406,615,1854,1676,2159,976,2712,3688,1604,673,399,1265,2030,8831,0.45,0.491,0.332,0.776,0.538,0.493,-5.63,0.49,-5.14,100.3,106.6,112.2,13.4,26,76.4,0.297
1082,2012-13,CLE,24,82,58,0.293,19730,2993,6901,2446,5320,547,1581,1380,1826,1004,2359,3363,1694,647,334,1149,1737,7913,0.434,0.46,0.346,0.756,0.514,0.473,-4.68,-0.19,-4.87,92.3,104.3,109.4,13,28.1,72.6,0.265
1083,2010-11,NJN,24,82,58,0.293,20005,2918,6638,2459,5301,459,1337,1427,1881,909,2440,3349,1723,458,384,1152,1807,7722,0.44,0.464,0.343,0.759,0.517,0.474,-6.24,-0.04,-6.28,89.9,103.1,109.9,13.4,26.1,74.2,0.283
1084,2010-11,SAC,24,82,58,0.293,19855,3134,6979,2706,5702,428,1277,1455,1981,1071,2526,3597,1675,608,391,1324,1805,8151,0.449,0.475,0.335,0.734,0.519,0.48,-5.34,0.54,-4.8,95.2,103.5,109,14.4,29.9,74.4,0.284
1085,2008-09,MEM,24,82,58,0.293,19805,2865,6311,2467,5205,398,1106,1570,2077,847,2337,3184,1423,615,385,1252,1777,7698,0.454,0.474,0.36,0.756,0.533,0.486,-5.46,0.24,-5.23,90.1,103.5,109.5,14.8,25.8,73.5,0.329
1086,2008-09,MIN,24,82,58,0.293,19805,2986,6766,2443,5227,543,1539,1504,1957,975,2442,3417,1674,512,322,1165,1785,8019,0.441,0.467,0.353,0.769,0.526,0.481,-4.91,0.18,-4.74,91.6,106.1,111.4,13.3,27.7,75,0.289
1087,2006-07,BOS,24,82,58,0.293,19855,2858,6454,2387,5171,471,1283,1670,2178,918,2391,3309,1630,589,382,1350,1971,7857,0.443,0.462,0.367,0.767,0.53,0.479,-3.41,-0.29,-3.7,92,103.2,106.9,15.4,27,73.8,0.337
1088,2002-03,TOR,24,82,58,0.293,19805,2847,6664,2438,5471,409,1193,1350,1879,1023,2355,3378,1583,609,392,1181,1761,7453,0.427,0.446,0.343,0.718,0.497,0.458,-5.87,-0.23,-6.1,89.9,100.5,107,13.6,28.2,70.7,0.282
1089,1996-97,DAL,24,82,58,0.293,19805,2813,6452,2383,5136,430,1316,1375,1918,1040,2262,3302,1663,654,351,1324,1798,7431,0.436,0.464,0.327,0.717,0.509,0.469,-6.35,-0.12,-6.47,89,101.1,108.2,15.4,30,67.3,0.297
1090,1994-95,PHI,24,82,58,0.293,19805,2949,6577,2594,5641,355,936,1567,2125,1105,2230,3335,1566,643,576,1355,1835,7820,0.448,0.46,0.379,0.737,0.521,0.475,-5.07,0.01,-5.06,91,104.1,109.7,15.3,32.3,66.1,0.323
1091,1993-94,WSB,24,82,58,0.293,19705,3195,6826,2974,6082,221,744,1618,2162,1071,2189,3260,1823,701,321,1403,1715,8229,0.468,0.489,0.297,0.748,0.529,0.484,-7.38,0.25,-7.13,95.9,104.5,112.2,15.3,31.2,66.2,0.317
1092,1991-92,DEN,24,82,58,0.293,19780,3262,7380,3136,6962,126,418,1526,2067,1350,2352,3702,1553,773,461,1447,1984,8176,0.442,0.45,0.301,0.738,0.493,0.451,-7.87,0.28,-7.59,98.6,100.7,108.6,14.9,34.8,68,0.28
1093,1990-91,MIA,24,82,58,0.293,19780,3280,7139,3140,6675,140,464,1649,2307,1232,2302,3534,1904,756,387,1551,2080,8349,0.459,0.47,0.302,0.715,0.512,0.469,-5.99,0.08,-5.91,99.3,102,108.1,16,34.3,66.2,0.323
1094,1987-88,SAC,24,82,58,0.293,19780,3458,7337,3314,6887,144,450,1795,2324,1232,2461,3693,2116,582,493,1457,1895,8855,0.471,0.481,0.32,0.772,0.53,0.481,-5.76,-0.08,-5.84,100.9,106.5,112.1,14.8,33.7,68.1,0.317
1095,1986-87,NJN,24,82,58,0.293,19855,3374,7083,3229,6634,145,449,2000,2607,1169,2409,3578,1991,643,397,1617,2353,8893,0.476,0.487,0.323,0.767,0.54,0.487,-5.05,0.63,-4.42,101.8,105.6,110.5,16.4,33.2,68.1,0.368
1096,1986-87,NYK,24,82,58,0.293,19780,3329,7023,3204,6648,125,375,1725,2362,1108,2162,3270,1941,704,396,1420,2028,8508,0.474,0.482,0.333,0.73,0.528,0.483,-6.27,0.85,-5.42,98.5,104.8,111.1,15,31.2,61.9,0.336
1097,1984-85,NYK,24,82,58,0.293,19830,3435,7101,3384,6903,51,198,1706,2350,1116,2102,3218,1999,754,267,1458,2398,8627,0.484,0.49,0.258,0.726,0.53,0.487,-4.63,0.54,-4.09,99.5,104.9,109.6,15.2,31.7,63.3,0.331
1098,1980-81,NJN,24,82,58,0.293,19805,3477,7314,3443,7176,34,138,1780,2371,1092,2374,3466,2068,750,458,1664,2204,8768,0.475,0.48,0.246,0.751,0.525,0.478,-6.02,0.87,-5.15,105.2,101,106.7,16.6,30.4,69.2,0.324
1099,1979-80,GSW,24,82,58,0.293,19880,3527,7318,3500,7197,27,121,1412,1914,1155,2437,3592,2028,779,339,1492,2082,8493,0.482,0.486,0.223,0.738,0.52,0.484,-4.39,0.2,-4.2,100.5,102,106.3,15.5,31.1,69.8,0.262
1100,1979-80,UTA,24,82,58,0.293,19805,3382,6817,3323,6632,59,185,1571,1943,967,2359,3326,2005,656,362,1543,2006,8394,0.496,0.501,0.319,0.809,0.547,0.5,-6.01,0.31,-5.71,97.6,104.2,110.4,16.7,29.7,67.1,0.285
1101,2021-22,DET,23,82,59,0.28,19780,3129,7267,2204,4429,925,2838,1413,1806,900,2625,3525,1924,630,393,1163,1799,8596,0.431,0.498,0.326,0.782,0.533,0.494,-7.72,0.37,-7.36,98.4,106,113.8,12.6,23.4,75.6,0.249
1102,2020-21,MIN,23,72,49,0.319,17405,2932,6546,1988,3840,944,2706,1265,1662,757,2376,3133,1846,632,398,1027,1507,8073,0.448,0.518,0.349,0.761,0.555,0.52,-5.56,0.31,-5.25,101.6,109.5,115,12.4,22.7,76.8,0.254
1103,2019-20,CHO,23,65,42,0.354,15750,2425,5586,1640,3355,785,2231,1052,1406,715,2066,2781,1549,428,268,949,1223,6687,0.434,0.489,0.352,0.748,0.539,0.504,-6.75,-0.28,-7.03,95.8,106.3,113.3,13.3,23.9,74.4,0.252
1104,2015-16,PHO,23,82,59,0.28,19705,3051,7018,2313,4900,738,2118,1431,1905,943,2733,3676,1701,632,313,1410,1858,8271,0.435,0.472,0.348,0.751,0.526,0.487,-6.66,0.34,-6.32,98.5,102.2,109,15.2,25.4,77.1,0.271
1105,2013-14,ORL,23,82,59,0.28,19955,3022,6784,2459,5188,563,1596,1307,1714,794,2654,3448,1726,630,350,1222,1678,7914,0.445,0.474,0.353,0.763,0.525,0.487,-5.44,-0.44,-5.88,93.6,101.7,107.4,13.9,22.4,75.5,0.253
1106,2011-12,GSW,23,66,43,0.348,15915,2489,5443,1965,4092,524,1351,951,1235,640,1947,2587,1470,528,362,915,1410,6453,0.457,0.48,0.388,0.77,0.539,0.505,-3.41,0.62,-2.79,92.3,105.4,109.1,13.3,22.9,69.1,0.227
1107,2011-12,TOR,23,66,43,0.348,15965,2268,5154,1903,4079,365,1075,1085,1410,697,2074,2771,1382,429,321,1001,1532,5986,0.44,0.467,0.34,0.77,0.518,0.475,-3.3,-0.36,-3.67,89.3,100.8,104.5,14.8,25.9,75.4,0.274
1108,2010-11,WAS,23,82,59,0.28,19930,3048,6888,2656,5706,392,1182,1489,1999,1013,2374,3387,1592,665,502,1258,1850,7977,0.443,0.465,0.332,0.745,0.513,0.471,-7.4,0.11,-7.3,93.8,102.4,110.2,13.9,28,70.5,0.29
1109,2008-09,OKC,23,82,59,0.28,19805,2999,6716,2671,5767,328,949,1626,2069,999,2497,3496,1663,608,371,1330,1655,7952,0.447,0.463,0.346,0.786,0.521,0.471,-6.1,0.06,-6.04,93.6,102.9,109.4,14.8,28.6,73.9,0.308
1110,2007-08,LAC,23,82,59,0.28,19805,2820,6445,2470,5366,350,1079,1702,2178,800,2491,3291,1732,557,398,1180,1745,7692,0.438,0.46,0.324,0.781,0.519,0.465,-7.27,0.71,-6.56,92.1,101.2,109.1,13.7,23.1,73.1,0.338
1111,2007-08,NYK,23,82,59,0.28,19880,2967,6757,2477,5303,490,1454,1524,2095,1029,2457,3486,1530,521,213,1187,1761,7948,0.439,0.467,0.337,0.727,0.518,0.475,-6.61,0.06,-6.55,91.6,104.7,111.9,13.4,28.6,72.7,0.31
